0,Symbol,Sequence_ID,Chromosome/scaffold name,Transcript start (bp),Transcript end (bp),DecodePub_Protein(short name),DecodePub_Protein(full name),DecodePub_Gene,DecodePub_UniProt,DecodePub_Ensembl.Gene.ID,DecodePub_Entrez.Gene.ID,DecodePub_HGNC.ID
12370_30_APOF_Apo_F.txt.gz,APOF,12370_30,12,56360568.0,56362857.0,Apo F,Apolipoprotein F,APOF,Q13790,ENSG00000175336,319,HGNC:615
12373_73_TRA2B_TRA2B.txt.gz,TRA2B,12373_73,3,185914558.0,185938103.0,TRA2B,Transformer-2 protein homolog beta,TRA2B,P62995,ENSG00000136527,6434,HGNC:10781
12374_8_PAFAH1B3_PA1B3.txt.gz,PAFAH1B3,12374_8,19,42297033.0,42303546.0,PA1B3,Platelet-activating factor acetylhydrolase IB subunit gamma,PAFAH1B3,Q15102,ENSG00000079462,,HGNC:8576
12376_85_CDKN2D_p19_INK4d.txt.gz,CDKN2D,12376_85,19,10566460.0,10569059.0,p19-INK4d,Cyclin-dependent kinase 4 inhibitor D,CDKN2D,P55273,ENSG00000129355,1032,HGNC:1790
12378_71_TAPBP_TPSN.txt.gz,TAPBP,12378_71,6,33299694.0,33314284.0,TPSN,Tapasin,TAPBP,O15533,ENSG00000236490,6892,HGNC:11566
12381_26_CBR1_CBR1.txt.gz,CBR1,12381_26,21,36069941.0,36073166.0,CBR1,Carbonyl reductase [NADPH] 1,CBR1,P16152,ENSG00000159228,873,HGNC:1548
12382_2_DDX58_DDX58.txt.gz,DDX58,12382_2,9,32455302.0,32526208.0,DDX58,Probable ATP-dependent RNA helicase DDX58,DDX58,O95786,ENSG00000107201,,HGNC:19102
12384_92_COPS7B_CSN7B.txt.gz,COPS7B,12384_92,2,231781671.0,231809254.0,CSN7B,COP9 signalosome complex subunit 7b,COPS7B,Q9H9Q2,ENSG00000144524,,HGNC:16760
12385_4_CAPN3_CAN3.txt.gz,CAPN3,12385_4,15,42359498.0,42412949.0,CAN3,Calpain-3,CAPN3,P20807,ENSG00000092529,825,HGNC:1480
12386_11_RNPEP_AMPB.txt.gz,RNPEP,12386_11,1,201982372.0,202006147.0,AMPB,Aminopeptidase B,RNPEP,Q9H4A4,ENSG00000176393,6051,HGNC:10078
12387_7_PDLIM4_PDLI4.txt.gz,PDLIM4,12387_7,5,132257696.0,132273454.0,PDLI4,PDZ and LIM domain protein 4,PDLIM4,P50479,ENSG00000131435,8572,HGNC:16501
12389_4_ORC6L_ORC6.txt.gz,ORC6L,12389_4,16,46689643.0,46698394.0,ORC6,Origin recognition complex subunit 6,ORC6L,Q9Y5N6,ENSG00000091651,23594,HGNC:17151
12391_27_PDZD7_PDZD7.txt.gz,PDZD7,12391_27,10,101007679.0,101032295.0,PDZD7,PDZ domain-containing protein 7,PDZD7,Q9H5P4,ENSG00000186862,,HGNC:26257
12392_30_ARL1_ARL1.txt.gz,ARL1,12392_30,12,101393116.0,101407772.0,ARL1,ADP-ribosylation factor-like protein 1,ARL1,P40616,ENSG00000120805,400,HGNC:692
12394_53_C16orf54_CP054.txt.gz,C16orf54,12394_53,16,29742463.0,29745990.0,CP054,Transmembrane protein C16orf54,C16orf54,Q6UWD8,ENSG00000185905,283897,HGNC:26649
12395_86_DARS2_SYDM.txt.gz,DARS2,12395_86,1,173824653.0,173858808.0,SYDM,"Aspartate--tRNA ligase, mitochondrial",DARS2,Q6PI48,ENSG00000117593,,HGNC:25538
12396_19_HIBCH_HIBCH.txt.gz,HIBCH,12396_19,2,190189735.0,190344193.0,HIBCH,"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial",HIBCH,Q6NVY1,ENSG00000198130,26275,HGNC:4908
12398_15_PAX4_PAX4.txt.gz,PAX4,12398_15,7,127610292.0,127618142.0,PAX4,Paired box protein Pax-4,PAX4,O43316,ENSG00000106331,,HGNC:8618
12399_194_CCDC50_CCD50.txt.gz,CCDC50,12399_194,3,191329085.0,191398659.0,CCD50,Coiled-coil domain-containing protein 50,CCDC50,Q8IVM0,ENSG00000152492,152137,HGNC:18111
12400_25_UBE2T_UBE2T.txt.gz,UBE2T,12400_25,1,202331544.0,202341984.0,UBE2T,Ubiquitin-conjugating enzyme E2 T,UBE2T,Q9NPD8,ENSG00000077152,29089,HGNC:25009
12401_3_STAMBPL1_STALP.txt.gz,STAMBPL1,12401_3,10,88879734.0,88975153.0,STALP,AMSH-like protease,STAMBPL1,Q96FJ0,ENSG00000138134,,HGNC:24105
12403_30_RAB39B_RB39B.txt.gz,RAB39B,12403_30,X,155258235.0,155264491.0,RB39B,Ras-related protein Rab-39B,RAB39B,Q96DA2,ENSG00000268359,,HGNC:16499
12406_119_DIRAS3_ARHI.txt.gz,DIRAS3,12406_119,1,68045886.0,68051717.0,ARHI,GTP-binding protein Di-Ras3,DIRAS3,O95661,ENSG00000162595,9077,HGNC:687
12408_333_RAB22A_RB22A.txt.gz,RAB22A,12408_333,20,58309715.0,58367507.0,RB22A,Ras-related protein Rab-22A,RAB22A,Q9UL26,ENSG00000124209,57403,HGNC:9764
12409_90_RAB7B_RAB7B.txt.gz,RAB7B,12409_90,1,205976740.0,206003461.0,RAB7B,Ras-related protein Rab-7b,RAB7B,Q96AH8,,,HGNC:30513
12411_60_MAX_MAX.txt.gz,MAX,12411_60,14,65006174.0,65102695.0,MAX,Protein max,MAX,P61244,ENSG00000125952,,HGNC:6913
12415_122_EDF1_EDF1.txt.gz,EDF1,12415_122,9,136862119.0,136866308.0,EDF1,Endothelial differentiation-related factor 1,EDF1,O60869,ENSG00000107223,8721,HGNC:3164
12417_46_TPRKB_TPRKB.txt.gz,TPRKB,12417_46,2,73729104.0,73737400.0,TPRKB,EKC/KEOPS complex subunit TPRKB,TPRKB,Q9Y3C4,ENSG00000144034,,HGNC:24259
12420_10_GPD1L_GPD1L.txt.gz,GPD1L,12420_10,3,32105689.0,32168709.0,GPD1L,Glycerol-3-phosphate dehydrogenase 1-like protein,GPD1L,Q8N335,ENSG00000152642,,HGNC:28956
12422_143_ALOX15B_LX15B.txt.gz,ALOX15B,12422_143,17,8039034.0,8049134.0,LX15B,Arachidonate 15-lipoxygenase B,ALOX15B,O15296,ENSG00000179593,,HGNC:434
12423_38_A1CF_A1CF.txt.gz,A1CF,12423_38,10,50799409.0,50885675.0,A1CF,APOBEC1 complementation factor,A1CF,Q9NQ94,ENSG00000148584,29974,HGNC:24086
12424_107_THYN1_THYN1.txt.gz,THYN1,12424_107,11,134248279.0,134253370.0,THYN1,Thymocyte nuclear protein 1,THYN1,Q9P016,ENSG00000151500,,HGNC:29560
12425_104_ARF6_ARF6.txt.gz,ARF6,12425_104,14,49893079.0,49897054.0,ARF6,ADP-ribosylation factor 6,ARF6,P62330,ENSG00000165527,382,HGNC:659
12426_19_MOB1A_MOL1B.txt.gz,MOB1A,12426_19,2,74152528.0,74178898.0,MOL1B,MOB kinase activator 1A,MOB1A,Q9H8S9,ENSG00000114978,55233,HGNC:16015
12427_8_CDC25B_MPIP2.txt.gz,CDC25B,12427_8,20,3786772.0,3806121.0,MPIP2,M-phase inducer phosphatase 2,CDC25B,P30305,ENSG00000101224,994,HGNC:1726
12428_2_LYPLAL1_LYPL1.txt.gz,LYPLAL1,12428_2,1,219173869.0,219212865.0,LYPL1,Lysophospholipase-like protein 1,LYPLAL1,Q5VWZ2,ENSG00000143353,127018,HGNC:20440
12430_78_PAIP1_PAIP1.txt.gz,PAIP1,12430_78,5,43526267.0,43557758.0,PAIP1,Polyadenylate-binding protein-interacting protein 1,PAIP1,Q9H074,ENSG00000172239,10605,HGNC:16945
12431_13_PELO_PELO.txt.gz,PELO,12431_13,5,52787916.0,52804044.0,PELO,Protein pelota homolog,PELO,Q9BRX2,ENSG00000152684,,HGNC:8829
12432_23_CACYBP_CYBP.txt.gz,CACYBP,12432_23,1,174999163.0,175012027.0,CYBP,Calcyclin-binding protein,CACYBP,Q9HB71,ENSG00000116161,27101,HGNC:30423
12433_8_ARL11_ARL11.txt.gz,ARL11,12433_8,13,49628507.0,49633872.0,ARL11,ADP-ribosylation factor-like protein 11,ARL11,Q969Q4,ENSG00000152213,115761,HGNC:24046
12434_25_IST1_K0174.txt.gz,IST1,12434_25,16,71845996.0,71931199.0,K0174,IST1 homolog,IST1,P53990,ENSG00000182149,9798,HGNC:28977
12436_84_GSTO1_GST_omega_1.txt.gz,GSTO1,12436_84,10,104235356.0,104267459.0,GST omega-1,Glutathione S-transferase omega-1,GSTO1,P78417,ENSG00000148834,9446,HGNC:13312
12437_18_ULK3_ULK3.txt.gz,ULK3,12437_18,15,74836118.0,74843346.0,ULK3,Serine/threonine-protein kinase ULK3,ULK3,Q6PHR2,ENSG00000140474,,HGNC:19703
12438_127_MPG_3MG.txt.gz,MPG,12438_127,16,77007.0,85851.0,3MG,DNA-3-methyladenine glycosylase,MPG,P29372,ENSG00000103152,4350,HGNC:7211
12439_67_IRF9_ISGF3.txt.gz,IRF9,12439_67,14,24161234.0,24168043.0,ISGF3,Interferon regulatory factor 9,IRF9,Q00978,ENSG00000213928,10379,HGNC:6131
12442_4_RHOD_RHOD.txt.gz,RHOD,12442_4,11,67056847.0,67072017.0,RHOD,Rho-related GTP-binding protein RhoD,RHOD,O00212,ENSG00000173156,,HGNC:670
12444_39_NR5A2_NR5A2.txt.gz,NR5A2,12444_39,1,200027614.0,200177420.0,NR5A2,Nuclear receptor subfamily 5 group A member 2,NR5A2,O00482,ENSG00000116833,2494,HGNC:7984
12445_50_ANKRD27_ANR27.txt.gz,ANKRD27,12445_50,19,32597006.0,32676597.0,ANR27,Ankyrin repeat domain-containing protein 27,ANKRD27,Q96NW4,ENSG00000105186,84079,HGNC:25310
12449_16_PPIH_PPIH.txt.gz,PPIH,12449_16,1,42658335.0,42676758.0,PPIH,Peptidyl-prolyl cis-trans isomerase H,PPIH,O43447,ENSG00000171960,10465,HGNC:14651
12450_42_PMVK_PMVK.txt.gz,PMVK,12450_42,1,154924740.0,154936719.0,PMVK,Phosphomevalonate kinase,PMVK,Q15126,ENSG00000163344,10654,HGNC:9141
12451_62_BACH1_BACH1.txt.gz,BACH1,12451_62,21,29194071.0,29630751.0,BACH1,Transcription regulator protein BACH1,BACH1,O14867,ENSG00000156273,,HGNC:935
12452_32_SUV420H2_SV422.txt.gz,SUV420H2,12452_32,19,55339853.0,55348121.0,SV422,Histone-lysine N-methyltransferase SUV420H2,SUV420H2,Q86Y97,ENSG00000133247,,HGNC:28405
12453_161_NXF1_NXF1.txt.gz,NXF1,12453_161,11,62792123.0,62806302.0,NXF1,Nuclear RNA export factor 1,NXF1,Q9UBU9,ENSG00000162231,,HGNC:8071
12454_105_NTMT1_NTM1A.txt.gz,NTMT1,12454_105,9,129608884.0,129636135.0,NTM1A,N-terminal Xaa-Pro-Lys N-methyltransferase 1,NTMT1,Q9BV86,ENSG00000148335,,HGNC:23373
12455_48_MYNN_MYNN.txt.gz,MYNN,12455_48,3,169773396.0,169789716.0,MYNN,Myoneurin,MYNN,Q9NPC7,ENSG00000085274,,HGNC:14955
12456_5_PFKFB3_F263.txt.gz,PFKFB3,12456_5,10,6144934.0,6254644.0,F263,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 3",PFKFB3,Q16875,ENSG00000170525,,HGNC:8874
12457_10_ADI1_MTND.txt.gz,ADI1,12457_10,2,3497366.0,3519531.0,MTND,"1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase",ADI1,Q9BV57,ENSG00000182551,,HGNC:30576
12458_79_CHP1_CHP1.txt.gz,CHP1,12458_79,15,41230839.0,41281887.0,CHP1,Calcineurin B homologous protein 1,CHP1,Q99653,ENSG00000187446,,HGNC:17433
12459_13_PLEKHA1_PKHA1.txt.gz,PLEKHA1,12459_13,10,122374696.0,122432354.0,PKHA1,Pleckstrin homology domain-containing family A member 1,PLEKHA1,Q9HB21,ENSG00000107679,59338,HGNC:14335
12460_18_PSMA7_PSA7.txt.gz,PSMA7,12460_18,20,62136733.0,62143440.0,PSA7,Proteasome subunit alpha type-7,PSMA7,O14818,ENSG00000101182,5688,HGNC:9536
12461_8_SIRT5_SIRT5.txt.gz,SIRT5,12461_8,6,13574227.0,13615158.0,SIRT5,"NAD-dependent protein deacylase sirtuin-5, mitochondrial",SIRT5,Q9NXA8,ENSG00000124523,23408,HGNC:14933
12462_20_SETMAR_SETMR.txt.gz,SETMAR,12462_20,3,4303332.0,4317265.0,SETMR,Histone-lysine N-methyltransferase SETMAR,SETMAR,Q53H47,ENSG00000170364,,HGNC:10762
12463_7_KLHL13_KLH13.txt.gz,KLHL13,12463_7,X,117897813.0,118117340.0,KLH13,Kelch-like protein 13,KLHL13,Q9P2N7,ENSG00000003096,,HGNC:22931
12466_7_HNRNPA1_ROA1.txt.gz,HNRNPA1,12466_7,12,54280193.0,54287088.0,ROA1,Heterogeneous nuclear ribonucleoprotein A1,HNRNPA1,P09651,ENSG00000135486,3178,HGNC:5031
12469_19_MAPRE1_MARE1.txt.gz,MAPRE1,12469_19,20,32819954.0,32850405.0,MARE1,Microtubule-associated protein RP/EB family member 1,MAPRE1,Q15691,ENSG00000101367,22919,HGNC:6890
12471_47_STAU1_STAU1.txt.gz,STAU1,12471_47,20,49113339.0,49188367.0,STAU1,Double-stranded RNA-binding protein Staufen homolog 1,STAU1,O95793,ENSG00000124214,6780,HGNC:11370
12473_48_KCTD5_KCTD5.txt.gz,KCTD5,12473_48,16,2682523.0,2709030.0,KCTD5,BTB/POZ domain-containing protein KCTD5,KCTD5,Q9NXV2,ENSG00000167977,54442,HGNC:21423
12475_48_CLIC5_CLIC5.txt.gz,CLIC5,12475_48,6,45880827.0,46080348.0,CLIC5,Chloride intracellular channel protein 5,CLIC5,Q9NZA1,ENSG00000112782,,HGNC:13517
12476_50_TIGAR_TIGAR.txt.gz,TIGAR,12476_50,12,4307763.0,4360028.0,TIGAR,"Fructose-2,6-bisphosphatase TIGAR",TIGAR,Q9NQ88,ENSG00000078237,57103,HGNC:1185
12477_42_TSN_TSN.txt.gz,TSN,12477_42,2,121737103.0,121767853.0,TSN,Translin,TSN,Q15631,ENSG00000211460,,HGNC:12379
12478_15_RPL30_RL30.txt.gz,RPL30,12478_15,8,98024851.0,98046469.0,RL30,60S ribosomal protein L30,RPL30,P62888,ENSG00000156482,6156,HGNC:10333
12479_50_PRKAR1B_KAP1.txt.gz,PRKAR1B,12479_50,7,549197.0,727650.0,KAP1,cAMP-dependent protein kinase type I-beta regulatory subunit,PRKAR1B,P31321,ENSG00000188191,5575,HGNC:9390
12480_9_OTUD5_OTUD5.txt.gz,OTUD5,12480_9,X,48922024.0,48958386.0,OTUD5,OTU domain-containing protein 5,OTUD5,Q96G74,ENSG00000267983,,HGNC:25402
12482_5_BPTF_BPTF.txt.gz,BPTF,12482_5,17,67825503.0,67984378.0,BPTF,Nucleosome-remodeling factor subunit BPTF,BPTF,Q12830,ENSG00000171634,2186,HGNC:3581
12483_62_RORB_RORB.txt.gz,RORB,12483_62,9,74497335.0,74693177.0,RORB,Nuclear receptor ROR-beta,RORB,Q92753,ENSG00000198963,6096,HGNC:10259
12484_67_PITPNB_PIPNB.txt.gz,PITPNB,12484_67,22,27851669.0,27920134.0,PIPNB,Phosphatidylinositol transfer protein beta isoform,PITPNB,P48739,ENSG00000180957,23760,HGNC:9002
12486_8_GLRX2_GLRX2.txt.gz,GLRX2,12486_8,1,193090866.0,193106114.0,GLRX2,"Glutaredoxin-2, mitochondrial",GLRX2,Q9NS18,ENSG00000023572,51022,HGNC:16065
12488_9_MCTS1_MCTS1.txt.gz,MCTS1,12488_9,X,120594010.0,120621159.0,MCTS1,Malignant T-cell-amplified sequence 1,MCTS1,Q9ULC4,ENSG00000232119,28985,HGNC:23357
12490_92_LAMTOR3_LTOR3.txt.gz,LAMTOR3,12490_92,4,99878336.0,99894428.0,LTOR3,Ragulator complex protein LAMTOR3,LAMTOR3,Q9UHA4,ENSG00000109270,,HGNC:15606
12493_42_OTUB2_OTUB2.txt.gz,OTUB2,12493_42,14,94026340.0,94048930.0,OTUB2,Ubiquitin thioesterase OTUB2,OTUB2,Q96DC9,ENSG00000089723,,HGNC:20351
12494_99_GABARAPL2_GBRL2.txt.gz,GABARAPL2,12494_99,16,75566375.0,75577881.0,GBRL2,Gamma-aminobutyric acid receptor-associated protein-like 2,GABARAPL2,P60520,ENSG00000034713,,HGNC:13291
12497_29_NUDT16L1_SDOS.txt.gz,NUDT16L1,12497_29,16,4693562.0,4695859.0,SDOS,Tudor-interacting repair regulator protein,NUDT16L1,Q9BRJ7,ENSG00000168101,84309,HGNC:28154
12498_12_TAX1BP3_TX1B3.txt.gz,TAX1BP3,12498_12,17,3662895.0,3668679.0,TX1B3,Tax1-binding protein 3,TAX1BP3,O14907,ENSG00000213977,,HGNC:30684
12499_108_SH3GL2_SH3G2.txt.gz,SH3GL2,12499_108,9,17579066.0,17797124.0,SH3G2,Endophilin-A1,SH3GL2,Q99962,ENSG00000107295,6456,HGNC:10831
12500_88_UBA2_SAE2.txt.gz,UBA2,12500_88,19,34428352.0,34471251.0,SAE2,SUMO-activating enzyme subunit 2,UBA2,Q9UBT2,ENSG00000126261,,HGNC:30661
12501_10_TBCA_TBCA.txt.gz,TBCA,12501_10,5,77691166.0,77868780.0,TBCA,Tubulin-specific chaperone A,TBCA,O75347,ENSG00000171530,6902,HGNC:11579
12503_5_GPR68_SPR1.txt.gz,GPR68,12503_5,14,91232532.0,91253925.0,SPR1,Ovarian cancer G-protein coupled receptor 1,GPR68,Q15743,ENSG00000119714,8111,HGNC:4519
12504_26_LMOD1_LMOD1.txt.gz,LMOD1,12504_26,1,201896456.0,201946548.0,LMOD1,Leiomodin-1,LMOD1,P29536,ENSG00000163431,25802,HGNC:6647
12507_16_ITPKC_IP3KC.txt.gz,ITPKC,12507_16,19,40717112.0,40740860.0,IP3KC,Inositol-trisphosphate 3-kinase C,ITPKC,Q96DU7,ENSG00000086544,,HGNC:14897
12508_9_VPS24_CHMP3.txt.gz,VPS24,12508_9,2,86503430.0,86563479.0,CHMP3,Charged multivesicular body protein 3,VPS24,Q9Y3E7,ENSG00000115561,51652,HGNC:29865
12509_115_COMMD1_COMD1.txt.gz,COMMD1,12509_115,2,61888724.0,62147247.0,COMD1,COMM domain-containing protein 1,COMMD1,Q8N668,ENSG00000173163,,HGNC:23024
12510_3_STAP1_STAP1.txt.gz,STAP1,12510_3,4,67558727.0,67607337.0,STAP1,Signal-transducing adaptor protein 1,STAP1,Q9ULZ2,ENSG00000035720,,HGNC:24133
12511_83_SLC41A2_S41A2.txt.gz,SLC41A2,12511_83,12,104801801.0,104958744.0,S41A2,Solute carrier family 41 member 2,SLC41A2,Q96JW4,ENSG00000136052,,HGNC:31045
12513_8_GLTP_GLTP.txt.gz,GLTP,12513_8,12,109850945.0,109880541.0,GLTP,Glycolipid transfer protein,GLTP,Q9NZD2,ENSG00000139433,51228,HGNC:24867
12514_16_METTL1_METTL1.txt.gz,METTL1,12514_16,12,57768471.0,57772119.0,METTL1,tRNA (guanine-N(7)-)-methyltransferase,METTL1,Q9UBP6,ENSG00000037897,4234,HGNC:7030
12515_45_UCK2_UCK2.txt.gz,UCK2,12515_45,1,165827614.0,165911618.0,UCK2,Uridine-cytidine kinase 2,UCK2,Q9BZX2,ENSG00000143179,,HGNC:12562
12516_13_TEAD4_TEAD4.txt.gz,TEAD4,12516_13,12,2959330.0,3040676.0,TEAD4,Transcriptional enhancer factor TEF-3,TEAD4,Q15561,ENSG00000197905,,HGNC:11717
12517_52_PDCD5_TFAR19.txt.gz,PDCD5,12517_52,19,32581190.0,32587453.0,TFAR19,Programmed cell death protein 5,PDCD5,O14737,ENSG00000105185,9141,HGNC:8764
12518_289_PBRM1_PB1.txt.gz,PBRM1,12518_289,3,52545352.0,52685917.0,PB1,Protein polybromo-1,PBRM1,Q86U86,ENSG00000163939,55193,HGNC:30064
12521_3_CDKN2C_CDN2C.txt.gz,CDKN2C,12521_3,1,50960745.0,50974634.0,CDN2C,Cyclin-dependent kinase 4 inhibitor C,CDKN2C,P42773,ENSG00000123080,1031,HGNC:1789
12522_6_RAD23B_RD23B.txt.gz,RAD23B,12522_6,9,107283137.0,107332192.0,RD23B,UV excision repair protein RAD23 homolog B,RAD23B,P54727,ENSG00000119318,5887,HGNC:9813
12524_18_SAT2_SAT2.txt.gz,SAT2,12524_18,17,7626234.0,7627876.0,SAT2,Diamine acetyltransferase 2,SAT2,Q96F10,ENSG00000141504,,HGNC:23160
12527_50_THRA_THA.txt.gz,THRA,12527_50,17,40058290.0,40093867.0,THA,Thyroid hormone receptor alpha,THRA,P10827,ENSG00000126351,7067,HGNC:11796
12528_40_WRNIP1_WRIP1.txt.gz,WRNIP1,12528_40,6,2765393.0,2786952.0,WRIP1,ATPase WRNIP1,WRNIP1,Q96S55,ENSG00000124535,,HGNC:20876
12529_32_FKBP6_FKBP6.txt.gz,FKBP6,12529_32,7,73328161.0,73358637.0,FKBP6,Inactive peptidyl-prolyl cis-trans isomerase FKBP6,FKBP6,O75344,ENSG00000262532,,HGNC:3722
12530_14_CKS1B_CKS_1.txt.gz,CKS1B,12530_14,1,154974653.0,154979251.0,CKS-1,Cyclin-dependent kinases regulatory subunit 1,CKS1B,P61024,ENSG00000173207,1163,HGNC:19083
12531_5_ERVV_1_ERVV1.txt.gz,ERVV,12531_5,19,53013921.0,53016123.0,ERVV1,Endogenous retrovirus group V member 1 Env polyprotein,ERVV-1,B6SEH8,ENSG00000269526,,HGNC:26501
12532_28_CDC34_UB2R1.txt.gz,CDC34,12532_28,19,531760.0,542092.0,UB2R1,Ubiquitin-conjugating enzyme E2 R1,CDC34,P49427,ENSG00000099804,997,HGNC:1734
12533_135_CYTH2_CYH2.txt.gz,CYTH2,12533_135,19,48469208.0,48482314.0,CYH2,Cytohesin-2,CYTH2,Q99418,ENSG00000105443,,HGNC:9502
12534_10_CALCOCO2_CACO2.txt.gz,CALCOCO2,12534_10,17,48831018.0,48866522.0,CACO2,Calcium-binding and coiled-coil domain-containing protein 2,CALCOCO2,Q13137,ENSG00000136436,,HGNC:29912
12535_2_XRCC1_XRCC1.txt.gz,XRCC1,12535_2,19,43543311.0,43580473.0,XRCC1,DNA repair protein XRCC1,XRCC1,P18887,ENSG00000073050,7515,HGNC:12828
12536_46_MTMR6_MTMR6.txt.gz,MTMR6,12536_46,13,25246222.0,25287510.0,MTMR6,Myotubularin-related protein 6,MTMR6,Q9Y217,ENSG00000139505,,HGNC:7453
12537_88_PURA_PURA.txt.gz,PURA,12537_88,5,140107777.0,140125619.0,PURA,Transcriptional activator protein Pur-alpha,PURA,Q00577,ENSG00000185129,5813,HGNC:9701
12538_19_RGS7_RGS7.txt.gz,RGS7,12538_19,1,240767636.0,241357374.0,RGS7,Regulator of G-protein signaling 7,RGS7,P49802,ENSG00000182901,,HGNC:10003
12540_25_RHOG_RHOG.txt.gz,RHOG,12540_25,11,3826978.0,3840959.0,RHOG,Rho-related GTP-binding protein RhoG,RHOG,P84095,ENSG00000177105,,HGNC:672
12543_76_ZNF560_ZN560.txt.gz,ZNF560,12543_76,19,9466355.0,9498616.0,ZN560,Zinc finger protein 560,ZNF560,Q96MR9,ENSG00000198028,,HGNC:26484
12546_1_SMTN_SMTN.txt.gz,SMTN,12546_1,22,31064105.0,31104757.0,SMTN,Smoothelin,SMTN,P53814,ENSG00000183963,6525,HGNC:11126
12548_75_RRAGC_RRAGC.txt.gz,RRAGC,12548_75,1,38838198.0,38859772.0,RRAGC,Ras-related GTP-binding protein C,RRAGC,Q9HB90,ENSG00000116954,,HGNC:19902
12549_33_HPGDS_PTGD2.txt.gz,HPGDS,12549_33,4,94298535.0,94342876.0,PTGD2,Hematopoietic prostaglandin D synthase,HPGDS,O60760,ENSG00000163106,27306,HGNC:17890
12551_3_ITCH_ITCH.txt.gz,ITCH,12551_3,20,34363235.0,34511773.0,ITCH,E3 ubiquitin-protein ligase Itchy homolog,ITCH,Q96J02,ENSG00000078747,83737,HGNC:13890
12553_5_VRK1_VRK1.txt.gz,VRK1,12553_5,14,96797304.0,96954846.0,VRK1,Serine/threonine-protein kinase VRK1,VRK1,Q99986,ENSG00000100749,7443,HGNC:12718
12554_10_RAD51L3_RA51D.txt.gz,RAD51L3,12554_10,17,35092221.0,35121522.0,RA51D,DNA repair protein RAD51 homolog 4,RAD51L3,O75771,ENSG00000185379,5892,HGNC:9823
12556_7_UBE2C_UBE2C.txt.gz,UBE2C,12556_7,20,45812576.0,45816957.0,UBE2C,Ubiquitin-conjugating enzyme E2 C,UBE2C,O00762,ENSG00000175063,11065,HGNC:15937
12557_18_NOVA1_NOVA1.txt.gz,NOVA1,12557_18,14,26443090.0,26598033.0,NOVA1,RNA-binding protein Nova-1,NOVA1,P51513,ENSG00000139910,,HGNC:7886
12558_3_UBASH3B_UBS3B.txt.gz,UBASH3B,12558_3,11,122655722.0,122814473.0,UBS3B,Ubiquitin-associated and SH3 domain-containing protein B,UBASH3B,Q8TF42,ENSG00000154127,84959,HGNC:29884
12560_9_NT5C_NT5C.txt.gz,NT5C,12560_9,17,75130225.0,75131757.0,NT5C,"5'(3')-deoxyribonucleotidase, cytosolic type",NT5C,Q8TCD5,ENSG00000125458,30833,HGNC:17144
12562_1_PKN1_PKN1.txt.gz,PKN1,12562_1,19,14433053.0,14471867.0,PKN1,Serine/threonine-protein kinase N1,PKN1,Q16512,ENSG00000123143,5585,HGNC:9405
12563_2_TNFAIP8_TFIP8.txt.gz,TNFAIP8,12563_2,5,119268692.0,119399688.0,TFIP8,Tumor necrosis factor alpha-induced protein 8,TNFAIP8,O95379,ENSG00000145779,,HGNC:17260
12564_9_NIP7_NIP7.txt.gz,NIP7,12564_9,16,69337996.0,69343106.0,NIP7,60S ribosome subunit biogenesis protein NIP7 homolog,NIP7,Q9Y221,ENSG00000132603,,HGNC:24328
12568_14_KEAP1_KEAP1.txt.gz,KEAP1,12568_14,19,10486125.0,10503558.0,KEAP1,Kelch-like ECH-associated protein 1,KEAP1,Q14145,ENSG00000079999,9817,HGNC:23177
12569_25_CCT5_TCP_1_epsilon.txt.gz,CCT5,12569_25,5,10249929.0,10266389.0,TCP-1-epsilon,T-complex protein 1 subunit epsilon,CCT5,P48643,ENSG00000150753,22948,HGNC:1618
12571_14_ARL3_ARL3.txt.gz,ARL3,12571_14,10,102673731.0,102714397.0,ARL3,ADP-ribosylation factor-like protein 3,ARL3,P36405,ENSG00000138175,403,HGNC:694
12572_236_EFS_EFS.txt.gz,EFS,12572_236,14,23356403.0,23365752.0,EFS,Embryonal Fyn-associated substrate,EFS,O43281,ENSG00000100842,,HGNC:16898
12573_80_TRIM3_TRIM3.txt.gz,TRIM3,12573_80,11,6448613.0,6474459.0,TRIM3,Tripartite motif-containing protein 3,TRIM3,O75382,ENSG00000110171,,HGNC:10064
12574_36_EDN2_Endothelin_2.txt.gz,EDN2,12574_36,1,41478775.0,41484683.0,Endothelin 2,Endothelin-2,EDN2,P20800,ENSG00000127129,1907,HGNC:3177
12575_30_MTHFD1_C1TC.txt.gz,MTHFD1,12575_30,14,64388031.0,64463457.0,C1TC,"C-1-tetrahydrofolate synthase, cytoplasmic",MTHFD1,P11586,ENSG00000100714,4522,HGNC:7432
12576_21_MAGEA3_MAGE_3.txt.gz,MAGEA3,12576_21,X,152698767.0,152702347.0,MAGE-3,Melanoma-associated antigen 3,MAGEA3,P43357,ENSG00000221867,4102,HGNC:6801
12577_100_FEN1_FLAP_endonuclease_1.txt.gz,FEN1,12577_100,11,61792911.0,61797238.0,FLAP endonuclease-1,Flap endonuclease 1,FEN1,P39748,ENSG00000168496,2237,HGNC:3650
