Protein,DECODE_exposure,DCODE_seqid,uniprot,DCODE_target_name,DCODE_target_full_name,DCODE_gene_name,DCODE_platform,DCODE_HGNC,DCODE_Approved symbol,DCODE_Approved name,DCODE_OMIM_Gene_ID,DCODE_Ensembl_gene_ID,DCODE_NCBI_Gene_ID
HAPLN4,HAPLN4_6455_52,SeqId.6455-52,Q86UW8,HPLN4,Hyaluronan and proteoglycan link protein 4,HAPLN4,SomaScan v4,31357,HAPLN4,hyaluronan and proteoglycan link protein 4,619710,ENSG00000187664,404037
SVEP1,SVEP1_11109_56,SeqId.11109-56,Q4LDE5,SVEP1,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1",SVEP1,SomaScan v4,15985,SVEP1,"sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1",611691,ENSG00000165124,79987
SVEP1,SVEP1_11178_21,SeqId.11178-21,Q4LDE5,SVEP1,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1",SVEP1,SomaScan v4,15985,SVEP1,"sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1",611691,ENSG00000165124,79987
SWAP70,SWAP70_13552_7,SeqId.13552-7,Q9UH65,SWP70,Switch-associated protein 70,SWAP70,SomaScan v4,17070,SWAP70,switching B cell complex subunit SWAP70,604762,ENSG00000133789,23075
SYK,SYK_11378_37,SeqId.11378-37,P43405,KSYK,Tyrosine-protein kinase SYK,SYK,SomaScan v4,11491,SYK,spleen associated tyrosine kinase,600085,ENSG00000165025,6850
SYT11,SYT11_7089_42,SeqId.7089-42,Q9BT88,SYT11,Synaptotagmin-11,SYT11,SomaScan v4,19239,SYT11,synaptotagmin 11,608741,ENSG00000132718,23208
TAC1,TAC1_9337_43,SeqId.9337-43,P20366,TKN1,Protachykinin-1,TAC1,SomaScan v4,11517,TAC1,tachykinin precursor 1,162320,ENSG00000006128,6863
TAGLN,TAGLN_15640_54,SeqId.15640-54,Q01995,TAGL,Transgelin,TAGLN,SomaScan v4,11553,TAGLN,transgelin,600818,ENSG00000149591,6876
TAGLN2,TAGLN2_11636_33,SeqId.11636-33,P37802,Transgelin-2,Transgelin-2,TAGLN2,SomaScan v4,11554,TAGLN2,transgelin 2,604634,ENSG00000158710,8407
TAGLN2,TAGLN2_9201_13,SeqId.9201-13,P37802,Transgelin-2,Transgelin-2,TAGLN2,SomaScan v4,11554,TAGLN2,transgelin 2,604634,ENSG00000158710,8407
TALDO1,TALDO1_11347_9,SeqId.11347-9,P37837,Transaldolase,Transaldolase,TALDO1,SomaScan v4,11559,TALDO1,transaldolase 1,602063,ENSG00000177156,6888
TAPBP,TAPBP_12378_71,SeqId.12378-71,O15533,TPSN,Tapasin,TAPBP,SomaScan v4,11566,TAPBP,TAP binding protein,601962,ENSG00000231925,6892
TAPBPL,TAPBPL_6364_7,SeqId.6364-7,Q9BX59,TPSNR,Tapasin-related protein,TAPBPL,SomaScan v4,30683,TAPBPL,TAP binding protein like,607081,ENSG00000139192,55080
TAX1BP3,TAX1BP3_12498_12,SeqId.12498-12,O14907,TX1B3,Tax1-binding protein 3,TAX1BP3,SomaScan v4,30684,TAX1BP3,Tax1 binding protein 3,616484,ENSG00000213977,30851
TBCB,TBCB_17686_27,SeqId.17686-27,Q99426,TBCB,Tubulin-folding cofactor B,TBCB,SomaScan v4,1989,TBCB,tubulin folding cofactor B,601303,ENSG00000105254,1155
TBCE,TBCE_11211_7,SeqId.11211-7,Q15813,TBCE,Tubulin-specific chaperone E,TBCE,SomaScan v4,11582,TBCE,tubulin folding cofactor E,604934,ENSG00000284770,6905
TCL1A,TCL1A_17210_2,SeqId.17210-2,P56279,TCL1A,T-cell leukemia/lymphoma protein 1A,TCL1A,SomaScan v4,11648,TCL1A,TCL1 family AKT coactivator A,186960,ENSG00000100721,8115
TCN1,TCN1_19614_8,SeqId.19614-8,P20061,Holo-TC I,Transcobalamin-1,TCN1,SomaScan v4,11652,TCN1,transcobalamin 1,189905,ENSG00000134827,6947
TCN2,TCN2_15560_52,SeqId.15560-52,P20062,Apo-TC II,Transcobalamin-2,TCN2,SomaScan v4,11653,TCN2,transcobalamin 2,613441,ENSG00000185339,6948
TCN2,TCN2_5584_21,SeqId.5584-21,P20062,Holo-TC II,Holo-Transcobalamin-2,TCN2,SomaScan v4,11653,TCN2,transcobalamin 2,613441,ENSG00000185339,6948
TEC,TEC_16079_2,SeqId.16079-2,P42680,TEC,Tyrosine-protein kinase Tec,TEC,SomaScan v4,11719,TEC,tec protein tyrosine kinase,600583,ENSG00000135605,7006
TEK,TEK_3773_15,SeqId.3773-15,Q02763,sTie-2,"Angiopoietin-1 receptor, soluble",TEK,SomaScan v4,11724,TEK,TEK receptor tyrosine kinase,600221,ENSG00000120156,7010
TES,TES_17419_17,SeqId.17419-17,Q9UGI8,TES,Testin,TES,SomaScan v4,14620,TES,testin LIM domain protein,606085,ENSG00000135269,26136
TESC,TESC_12831_21,SeqId.12831-21,Q96BS2,TESC,Calcineurin B homologous protein 3,TESC,SomaScan v4,26065,TESC,tescalcin,611585,ENSG00000088992,54997
TFF1,TFF1_9185_15,SeqId.9185-15,P04155,TFF1,Trefoil factor 1,TFF1,SomaScan v4,11755,TFF1,trefoil factor 1,113710,ENSG00000160182,7031
TFF2,TFF2_9191_8,SeqId.9191-8,Q03403,Trefoil factor 2,Trefoil factor 2,TFF2,SomaScan v4,11756,TFF2,trefoil factor 2,182590,ENSG00000160181,7032
TFPI2,TFPI2_9233_71,SeqId.9233-71,P48307,TFPI -2,Tissue factor pathway inhibitor 2,TFPI2,SomaScan v4,11761,TFPI2,tissue factor pathway inhibitor 2,600033,ENSG00000105825,7980
PIK3C2A,PIK3C2A_14028_22,SeqId.14028-22,O00443,P3C2A,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha,PIK3C2A,SomaScan v4,8971,PIK3C2A,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha,603601,ENSG00000011405,5286
PILRA,PILRA_8825_4,SeqId.8825-4,Q9UKJ1,PILRA,Paired immunoglobulin-like type 2 receptor alpha,PILRA,SomaScan v4,20396,PILRA,paired immunoglobin like type 2 receptor alpha,605341,ENSG00000085514,29992
PIM1,PIM1_5359_65,SeqId.5359-65,P11309,PIM1,Serine/threonine-protein kinase pim-1,PIM1,SomaScan v4,8986,PIM1,"Pim-1 proto-oncogene, serine/threonine kinase",164960,ENSG00000137193,5292
PIN1,PIN1_15474_7,SeqId.15474-7,Q13526,PIN1,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1,PIN1,SomaScan v4,8988,PIN1,"peptidylprolyl cis/trans isomerase, NIMA-interacting 1",601052,ENSG00000127445,5300
PIN4,PIN4_12718_43,SeqId.12718-43,Q9Y237,PIN4,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4,PIN4,SomaScan v4,8992,PIN4,"peptidylprolyl cis/trans isomerase, NIMA-interacting 4",300252,ENSG00000102309,5303
PIP4K2B,PIP4K2B_18232_42,SeqId.18232-42,P78356,PI42B,Phosphatidylinositol 5-phosphate 4-kinase type-2 beta,PIP4K2B,SomaScan v4,8998,PIP4K2B,phosphatidylinositol-5-phosphate 4-kinase type 2 beta,603261,ENSG00000276293,8396
PIR,PIR_13634_209,SeqId.13634-209,O00625,PIR,Pirin,PIR,SomaScan v4,30048,PIR,pirin,300931,ENSG00000087842,8544
PITPNA,PITPNA_9934_29,SeqId.9934-29,Q00169,PIPNA,Phosphatidylinositol transfer protein alpha isoform,PITPNA,SomaScan v4,9001,PITPNA,phosphatidylinositol transfer protein alpha,600174,ENSG00000174238,5306
PITPNB,PITPNB_12484_67,SeqId.12484-67,P48739,PIPNB,Phosphatidylinositol transfer protein beta isoform,PITPNB,SomaScan v4,9002,PITPNB,phosphatidylinositol transfer protein beta,606876,ENSG00000180957,23760
PIWIL1,PIWIL1_12793_4,SeqId.12793-4,Q96J94,PIWL1,Piwi-like protein 1,PIWIL1,SomaScan v4,9007,PIWIL1,piwi like RNA-mediated gene silencing 1,605571,ENSG00000125207,9271
PKD2,PKD2_13745_10,SeqId.13745-10,Q13563,PKD2,Polycystin-2,PKD2,SomaScan v4,9009,PKD2,"polycystin 2, transient receptor potential cation channel",173910,ENSG00000118762,5311
PKN1,PKN1_12562_1,SeqId.12562-1,Q16512,PKN1,Serine/threonine-protein kinase N1,PKN1,SomaScan v4,9405,PKN1,protein kinase N1,601032,ENSG00000123143,5585
PLA2G10,PLA2G10_2949_6,SeqId.2949-6,O15496,GX,Group 10 secretory phospholipase A2,PLA2G10,SomaScan v4,9029,PLA2G10,phospholipase A2 group X,603603,ENSG00000069764,8399
PLA2G2C,PLA2G2C_8850_5,SeqId.8850-5,Q5R387,PA2GC,Putative inactive group IIC secretory phospholipase A2,PLA2G2C,SomaScan v4,9032,PLA2G2C,phospholipase A2 group IIC,0,ENSG00000187980,391013
PLA2G2D,PLA2G2D_16298_84,SeqId.16298-84,Q9UNK4,sPLA(2)-IID,Group IID secretory phospholipase A2,PLA2G2D,SomaScan v4,9033,PLA2G2D,phospholipase A2 group IID,605630,ENSG00000117215,26279
PLA2G2E,PLA2G2E_2447_7,SeqId.2447-7,Q9NZK7,GIIE,Group IIE secretory phospholipase A2,PLA2G2E,SomaScan v4,13414,PLA2G2E,phospholipase A2 group IIE,618320,ENSG00000188784,30814
PLA2G5,PLA2G5_2449_1,SeqId.2449-1,P39877,GV,Calcium-dependent phospholipase A2,PLA2G5,SomaScan v4,9038,PLA2G5,phospholipase A2 group V,601192,ENSG00000127472,5322
PLAUR,PLAUR_2652_15,SeqId.2652-15,Q03405,suPAR,Urokinase plasminogen activator surface receptor,PLAUR,SomaScan v4,9053,PLAUR,"plasminogen activator, urokinase receptor",173391,ENSG00000011422,5329
PLBD1,PLBD1_6315_58,SeqId.6315-58,Q6P4A8,PLBL1,Phospholipase B-like 1,PLBD1,SomaScan v4,26215,PLBD1,phospholipase B domain containing 1,618486,ENSG00000121316,79887
PLBD2,PLBD2_6536_54,SeqId.6536-54,Q8NHP8,LAML2,Putative phospholipase B-like 2,PLBD2,SomaScan v4,27283,PLBD2,phospholipase B domain containing 2,620097,ENSG00000151176,196463
PLCB1,PLCB1_11354_21,SeqId.11354-21,Q9NQ66,Phospholipase C-beta-1,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1",PLCB1,SomaScan v4,15917,PLCB1,phospholipase C beta 1,607120,ENSG00000182621,23236
PLCG1,PLCG1_4563_61,SeqId.4563-61,P19174,PLCG1,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1",PLCG1,SomaScan v4,9065,PLCG1,phospholipase C gamma 1,172420,ENSG00000124181,5335
PLD5,PLD5_8081_55,SeqId.8081-55,Q8N7P1,PLD5,Inactive phospholipase D5,PLD5,SomaScan v4,26879,PLD5,phospholipase D family member 5,0,ENSG00000180287,200150
PLEKHA4,PLEKHA4_10939_16,SeqId.10939-16,Q9H4M7,PKHA4,Pleckstrin homology domain-containing family A member 4,PLEKHA4,SomaScan v4,14339,PLEKHA4,pleckstrin homology domain containing A4,607769,ENSG00000105559,57664
PLG,PLG_4150_75,SeqId.4150-75,P00747,Plasmin,Plasmin,PLG,SomaScan v4,9071,PLG,plasminogen,173350,ENSG00000122194,5340
PLK1,PLK1_3394_81,SeqId.3394-81,P53350,PLK-1,Serine/threonine-protein kinase PLK1,PLK1,SomaScan v4,9077,PLK1,polo like kinase 1,602098,ENSG00000166851,5347
PLS1,PLS1_12737_12,SeqId.12737-12,Q14651,PLSI,Plastin-1,PLS1,SomaScan v4,9090,PLS1,plastin 1,602734,ENSG00000120756,5357
PLSCR3,PLSCR3_11407_57,SeqId.11407-57,Q9NRY6,PLS3,Phospholipid scramblase 3,PLSCR3,SomaScan v4,16495,PLSCR3,phospholipid scramblase 3,607611,ENSG00000187838,57048
PLVAP,PLVAP_8565_160,SeqId.8565-160,Q9BX97,PLVAP,Plasmalemma vesicle-associated protein,PLVAP,SomaScan v4,13635,PLVAP,plasmalemma vesicle associated protein,607647,ENSG00000130300,83483
PLXDC1,PLXDC1_9235_3,SeqId.9235-3,Q8IUK5,PXDC1,Plexin domain-containing protein 1,PLXDC1,SomaScan v4,20945,PLXDC1,plexin domain containing 1,606826,ENSG00000161381,57125
PLXDC2,PLXDC2_11342_59,SeqId.11342-59,Q6UX71,PXDC2,Plexin domain-containing protein 2,PLXDC2,SomaScan v4,21013,PLXDC2,plexin domain containing 2,606827,ENSG00000120594,84898
PLXNB3,PLXNB3_16922_53,SeqId.16922-53,Q9ULL4,PLXB3,Plexin-B3,PLXNB3,SomaScan v4,9105,PLXNB3,plexin B3,300214,ENSG00000198753,5365
PMEPA1,PMEPA1_6936_7,SeqId.6936-7,Q969W9,PMEPA,Protein TMEPAI,PMEPA1,SomaScan v4,14107,PMEPA1,"prostate transmembrane protein, androgen induced 1",606564,ENSG00000124225,56937
PMS2,PMS2_11312_40,SeqId.11312-40,P54278,PMS2,Mismatch repair endonuclease PMS2,PMS2,SomaScan v4,9122,PMS2,"PMS1 homolog 2, mismatch repair system component",600259,ENSG00000122512,5395
PNLIP,PNLIP_15613_16,SeqId.15613-16,P16233,LIPP,Pancreatic triacylglycerol lipase,PNLIP,SomaScan v4,9155,PNLIP,pancreatic lipase,246600,ENSG00000175535,5406
PNMT,PNMT_17204_17,SeqId.17204-17,P11086,PNMT,Phenylethanolamine N-methyltransferase,PNMT,SomaScan v4,9160,PNMT,phenylethanolamine N-methyltransferase,171190,ENSG00000141744,5409
PNOC,PNOC_15434_5,SeqId.15434-5,Q13519,PNOC,Prepronociceptin,PNOC,SomaScan v4,9163,PNOC,prepronociceptin,601459,ENSG00000168081,5368
PNPLA2,PNPLA2_9802_27,SeqId.9802-27,Q96AD5,PLPL2,Patatin-like phospholipase domain-containing protein 2,PNPLA2,SomaScan v4,30802,PNPLA2,patatin like phospholipase domain containing 2,609059,ENSG00000177666,57104
PNPO,PNPO_17804_102,SeqId.17804-102,Q9NVS9,PNPO,Pyridoxine-5'-phosphate oxidase,PNPO,SomaScan v4,30260,PNPO,pyridoxamine 5'-phosphate oxidase,603287,ENSG00000108439,55163
POLD4,POLD4_19159_9,SeqId.19159-9,Q9HCU8,DNA polymerase subunit delta 4,DNA polymerase delta subunit 4,POLD4,SomaScan v4,14106,POLD4,"DNA polymerase delta 4, accessory subunit",611525,ENSG00000175482,57804
POLE2,POLE2_11562_9,SeqId.11562-9,P56282,DPOE2,DNA polymerase epsilon subunit 2,POLE2,SomaScan v4,9178,POLE2,"DNA polymerase epsilon 2, accessory subunit",602670,ENSG00000100479,5427
POLE3,POLE3_19170_25,SeqId.19170-25,Q9NRF9,DPOE3,DNA polymerase epsilon subunit 3,POLE3,SomaScan v4,13546,POLE3,"DNA polymerase epsilon 3, accessory subunit",607267,ENSG00000148229,54107
POLH,POLH_10022_207,SeqId.10022-207,Q9Y253,POLH,DNA polymerase eta,POLH,SomaScan v4,9181,POLH,DNA polymerase eta,603968,ENSG00000170734,5429
POLR1C,POLR1C_12939_1,SeqId.12939-1,O15160,RPAC1,DNA-directed RNA polymerases I and III subunit RPAC1,POLR1C,SomaScan v4,20194,POLR1C,RNA polymerase I and III subunit C,610060,ENSG00000171453,9533
POLR2J,POLR2J_19199_3,SeqId.19199-3,P52435,RPB11,DNA-directed RNA polymerase II subunit RPB11-a,POLR2J,SomaScan v4,9197,POLR2J,RNA polymerase II subunit J,604150,ENSG00000005075,5439
POLR2K,POLR2K_19134_66,SeqId.19134-66,P53803,RPAB4,"DNA-directed RNA polymerases I, II, and III subunit RPABC4",POLR2K,SomaScan v4,9198,POLR2K,"RNA polymerase II, I and III subunit K",606033,ENSG00000147669,5440
POLR3F,POLR3F_11444_49,SeqId.11444-49,Q9H1D9,RPC6,DNA-directed RNA polymerase III subunit RPC6,POLR3F,SomaScan v4,15763,POLR3F,RNA polymerase III subunit F,617455,ENSG00000132664,10621
POMC,POMC_2558_51,SeqId.2558-51,P01189,b-Endorphin,Beta-endorphin,POMC,SomaScan v4,9201,POMC,proopiomelanocortin,176830,ENSG00000115138,5443
POMC,POMC_4890_10,SeqId.4890-10,P01189,ACTH,Corticotropin,POMC,SomaScan v4,9201,POMC,proopiomelanocortin,176830,ENSG00000115138,5443
NR1D1,NR1D1_5236_2,SeqId.5236-2,P20393,NR1D1,Nuclear receptor subfamily 1 group D member 1,NR1D1,SomaScan v4,7962,NR1D1,nuclear receptor subfamily 1 group D member 1,602408,ENSG00000126368,9572
NR1D2,NR1D2_12885_42,SeqId.12885-42,Q14995,NR1D2,Nuclear receptor subfamily 1 group D member 2,NR1D2,SomaScan v4,7963,NR1D2,nuclear receptor subfamily 1 group D member 2,602304,ENSG00000174738,9975
NR1H2,NR1H2_9016_12,SeqId.9016-12,P55055,NR1H2,Oxysterols receptor LXR-beta,NR1H2,SomaScan v4,7965,NR1H2,nuclear receptor subfamily 1 group H member 2,600380,ENSG00000131408,7376
NR1H4,NR1H4_8946_38,SeqId.8946-38,Q96RI1,NR1H4,Bile acid receptor,NR1H4,SomaScan v4,7967,NR1H4,nuclear receptor subfamily 1 group H member 4,603826,ENSG00000012504,9971
NR3C2,NR3C2_12931_16,SeqId.12931-16,P08235,MCR,Mineralocorticoid receptor,NR3C2,SomaScan v4,7979,NR3C2,nuclear receptor subfamily 3 group C member 2,600983,ENSG00000151623,4306
NR4A1,NR4A1_8089_173,SeqId.8089-173,P22736,NR4A1,Nuclear receptor subfamily 4 group A member 1,NR4A1,SomaScan v4,7980,NR4A1,nuclear receptor subfamily 4 group A member 1,139139,ENSG00000123358,3164
NR5A2,NR5A2_12444_39,SeqId.12444-39,O00482,NR5A2,Nuclear receptor subfamily 5 group A member 2,NR5A2,SomaScan v4,7984,NR5A2,nuclear receptor subfamily 5 group A member 2,604453,ENSG00000116833,2494
NRG1,NRG1_15446_25,SeqId.15446-25,Q02297,SMDF,"Neuregulin-1, sensory and motor neuron-derived factor isoform",NRG1,SomaScan v4,7997,NRG1,neuregulin 1,142445,ENSG00000157168,3084
NRG1,NRG1_9178_30,SeqId.9178-30,Q02297,NEUREGULIN-1,Neuregulin-1,NRG1,SomaScan v4,7997,NRG1,neuregulin 1,142445,ENSG00000157168,3084
NRG2,NRG2_8060_7,SeqId.8060-7,O14511,NRG2,"Pro-neuregulin-2, membrane-bound isoform",NRG2,SomaScan v4,7998,NRG2,neuregulin 2,603818,ENSG00000158458,9542
NRG3,NRG3_10981_56,SeqId.10981-56,P56975,NRG3,"Pro-neuregulin-3, membrane-bound isoform",NRG3,SomaScan v4,7999,NRG3,neuregulin 3,605533,ENSG00000185737,10718
NRGN,NRGN_18303_39,SeqId.18303-39,Q92686,NEUG,Neurogranin,NRGN,SomaScan v4,8000,NRGN,neurogranin,602350,ENSG00000154146,4900
NRIP3,NRIP3_18237_29,SeqId.18237-29,Q9NQ35,NRIP3,Nuclear receptor-interacting protein 3,NRIP3,SomaScan v4,1167,NRIP3,nuclear receptor interacting protein 3,613125,ENSG00000175352,56675
NRP2,NRP2_15387_44,SeqId.15387-44,O60462,Neuropilin-2,Neuropilin-2,NRP2,SomaScan v4,8005,NRP2,neuropilin 2,602070,ENSG00000118257,8828
NRSN1,NRSN1_11654_77,SeqId.11654-77,Q8IZ57,NRSN1,Neurensin-1,NRSN1,SomaScan v4,17881,NRSN1,neurensin 1,616630,ENSG00000152954,140767
NSDHL,NSDHL_8038_41,SeqId.8038-41,Q15738,NSDHL,"Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating",NSDHL,SomaScan v4,13398,NSDHL,NAD(P) dependent steroid dehydrogenase-like,300275,ENSG00000147383,50814
NSF,NSF_13992_12,SeqId.13992-12,P46459,NSF,Vesicle-fusing ATPase,NSF,SomaScan v4,8016,NSF,"N-ethylmaleimide sensitive factor, vesicle fusing ATPase",601633,ENSG00000073969,4905
NTF4,NTF4_4146_58,SeqId.4146-58,P34130,Neurotrophin-5,Neurotrophin-4,NTF4,SomaScan v4,8024,NTF4,neurotrophin 4,162662,ENSG00000225950,4909
NTMT1,NTMT1_12454_105,SeqId.12454-105,Q9BV86,NTM1A,N-terminal Xaa-Pro-Lys N-methyltransferase 1,NTMT1,SomaScan v4,23373,NTMT1,N-terminal Xaa-Pro-Lys N-methyltransferase 1,613560,ENSG00000148335,28989
NTRK1,NTRK1_3477_63,SeqId.3477-63,P04629,TrkA,High affinity nerve growth factor receptor,NTRK1,SomaScan v4,8031,NTRK1,neurotrophic receptor tyrosine kinase 1,191315,ENSG00000198400,4914
NTRK2,NTRK2_4866_59,SeqId.4866-59,Q16620,TrkB,BDNF/NT-3 growth factors receptor,NTRK2,SomaScan v4,8032,NTRK2,neurotrophic receptor tyrosine kinase 2,600456,ENSG00000148053,4915
NTRK3,NTRK3_2658_27,SeqId.2658-27,Q16288,TrkC,NT-3 growth factor receptor,NTRK3,SomaScan v4,8033,NTRK3,neurotrophic receptor tyrosine kinase 3,191316,ENSG00000140538,4916
NTS,NTS_7857_22,SeqId.7857-22,P30990,NEUT,Neurotensin/neuromedin N,NTS,SomaScan v4,8038,NTS,neurotensin,162650,ENSG00000133636,4922
NUDC,NUDC_8887_21,SeqId.8887-21,Q9Y266,NUDC,Nuclear migration protein nudC,NUDC,SomaScan v4,8045,NUDC,"nuclear distribution C, dynein complex regulator",610325,ENSG00000090273,10726
NUDT1,NUDT1_19206_20,SeqId.19206-20,P36639,8ODP,"7,8-dihydro-8-oxoguanine triphosphatase",NUDT1,SomaScan v4,8048,NUDT1,nudix hydrolase 1,600312,ENSG00000106268,4521
NUDT16L1,NUDT16L1_12497_29,SeqId.12497-29,Q9BRJ7,SDOS,Tudor-interacting repair regulator protein,NUDT16L1,SomaScan v4,28154,NUDT16L1,nudix hydrolase 16 like 1,617338,ENSG00000168101,84309
NUDT3,NUDT3_12796_44,SeqId.12796-44,O95989,NUDT3,Diphosphoinositol polyphosphate phosphohydrolase 1,NUDT3,SomaScan v4,8050,NUDT3,nudix hydrolase 3,609228,ENSG00000272325,11165
NUP210L,NUP210L_9606_4,SeqId.9606-4,Q5VU65,P210L,Nuclear pore membrane glycoprotein 210-like,NUP210L,SomaScan v4,29915,NUP210L,nucleoporin 210 like,0,ENSG00000143552,91181
NUP98,NUP98_12772_8,SeqId.12772-8,P52948,NUP98,Nuclear pore complex protein Nup98-Nup96,NUP98,SomaScan v4,8068,NUP98,nucleoporin 98 and 96 precursor,601021,ENSG00000110713,4928
NUTF2,NUTF2_19219_71,SeqId.19219-71,P61970,NTF-2,Nuclear transport factor 2,NUTF2,SomaScan v4,13722,NUTF2,nuclear transport factor 2,605813,ENSG00000102898,10204
NXPH1,NXPH1_4562_1,SeqId.4562-1,P58417,NXPH1,Neurexophilin-1,NXPH1,SomaScan v4,20693,NXPH1,neurexophilin 1,604639,ENSG00000122584,30010
NXPH2,NXPH2_9511_61,SeqId.9511-61,O95156,NXPH2,Neurexophilin-2,NXPH2,SomaScan v4,8076,NXPH2,neurexophilin 2,604635,ENSG00000144227,11249
NXPH3,NXPH3_6054_6,SeqId.6054-6,O95157,NXPH3,Neurexophilin-3,NXPH3,SomaScan v4,8077,NXPH3,neurexophilin 3,604636,ENSG00000182575,11248
NXT1,NXT1_9942_2,SeqId.9942-2,Q9UKK6,NXT1,NTF2-related export protein 1,NXT1,SomaScan v4,15913,NXT1,nuclear transport factor 2 like export factor 1,605811,ENSG00000132661,29107
NXT2,NXT2_19255_124,SeqId.19255-124,Q9NPJ8,NXT2,NTF2-related export protein 2,NXT2,SomaScan v4,18151,NXT2,nuclear transport factor 2 like export factor 2,300320,ENSG00000101888,55916
OAS1,OAS1_10361_25,SeqId.10361-25,P00973,OAS1,2'-5'-oligoadenylate synthase 1,OAS1,SomaScan v4,8086,OAS1,2'-5'-oligoadenylate synthetase 1,164350,ENSG00000089127,4938
OAZ1,OAZ1_9893_27,SeqId.9893-27,P54368,Ornithine decarboxylase antizyme,Ornithine decarboxylase antizyme 1,OAZ1,SomaScan v4,8095,OAZ1,ornithine decarboxylase antizyme 1,601579,ENSG00000104904,4946
OBP2A,OBP2A_6526_77,SeqId.6526-77,Q9NY56,OBP2A,Odorant-binding protein 2a,OBP2A,SomaScan v4,23380,OBP2A,odorant binding protein 2A,164320,ENSG00000122136,29991
OCIAD1,OCIAD1_16802_31,SeqId.16802-31,Q9NX40,OCAD1,OCIA domain-containing protein 1,OCIAD1,SomaScan v4,16074,OCIAD1,OCIA domain containing 1,619596,ENSG00000109180,54940
OCRL,OCRL_10011_65,SeqId.10011-65,Q01968,OCRL,Inositol polyphosphate 5-phosphatase OCRL-1,OCRL,SomaScan v4,8108,OCRL,OCRL inositol polyphosphate-5-phosphatase,300535,ENSG00000122126,4952
ODC1,ODC1_13689_2,SeqId.13689-2,P11926,Ornithine decarboxylase,Ornithine decarboxylase,ODC1,SomaScan v4,8109,ODC1,ornithine decarboxylase 1,165640,ENSG00000115758,4953
OIT3,OIT3_6296_36,SeqId.6296-36,Q8WWZ8,OIT3,Oncoprotein-induced transcript 3 protein,OIT3,SomaScan v4,29953,OIT3,oncoprotein induced transcript 3,609330,ENSG00000138315,170392
OLFM3,OLFM3_10643_16,SeqId.10643-16,Q96PB7,NOE3,Noelin-3,OLFM3,SomaScan v4,17990,OLFM3,olfactomedin 3,607567,ENSG00000118733,118427
OLFM3,OLFM3_11143_32,SeqId.11143-32,Q96PB7,NOE3,Noelin-3,OLFM3,SomaScan v4,17990,OLFM3,olfactomedin 3,607567,ENSG00000118733,118427
OLFM4,OLFM4_4769_10,SeqId.4769-10,Q6UX06,Olfactomedin-4,Olfactomedin-4,OLFM4,SomaScan v4,17190,OLFM4,olfactomedin 4,614061,ENSG00000102837,10562
OLFML1,OLFML1_8815_1,SeqId.8815-1,Q6UWY5,OLFL1,Olfactomedin-like protein 1,OLFML1,SomaScan v4,24473,OLFML1,olfactomedin like 1,0,ENSG00000183801,283298
OMP,OMP_18240_6,SeqId.18240-6,P47874,OMP,Olfactory marker protein,OMP,SomaScan v4,8136,OMP,olfactory marker protein,164340,ENSG00000254550,4975
OPHN1,OPHN1_12591_27,SeqId.12591-27,O60890,Oligophrenin-1,Oligophrenin-1,OPHN1,SomaScan v4,8148,OPHN1,oligophrenin 1,300127,ENSG00000079482,4983
OPTC,OPTC_15430_165,SeqId.15430-165,Q9UBM4,OPT,Opticin,OPTC,SomaScan v4,8158,OPTC,opticin,605127,ENSG00000188770,26254
HPX,HPX_15347_12,SeqId.15347-12,P02790,Hemopexin,Hemopexin,HPX,SomaScan v4,5171,HPX,hemopexin,142290,ENSG00000110169,3263
HRAS,HRAS_18900_37,SeqId.18900-37,P01112,H-ras (WT),GTPase HRas,HRAS,SomaScan v4,5173,HRAS,"HRas proto-oncogene, GTPase",190020,ENSG00000174775,3265
HRC,HRC_6584_1,SeqId.6584-1,P23327,SRCH,Sarcoplasmic reticulum histidine-rich calcium-binding protein,HRC,SomaScan v4,5178,HRC,histidine rich calcium binding protein,142705,ENSG00000130528,3270
HRG,HRG_4996_66,SeqId.4996-66,P04196,HRG,Histidine-rich glycoprotein,HRG,SomaScan v4,5181,HRG,histidine rich glycoprotein,142640,ENSG00000113905,3273
HRK,HRK_8008_28,SeqId.8008-28,O00198,HRK,Activator of apoptosis harakiri,HRK,SomaScan v4,5185,HRK,"harakiri, BCL2 interacting protein",603447,ENSG00000135116,8739
HS3ST1,HS3ST1_15497_9,SeqId.15497-9,O14792,HS3S1,Heparan sulfate glucosamine 3-O-sulfotransferase 1,HS3ST1,SomaScan v4,5194,HS3ST1,heparan sulfate-glucosamine 3-sulfotransferase 1,603244,ENSG00000002587,9957
