Protein,UKBB_PPP_exposure,uniprot,UKBB_PPP_HGNC,UKBB_PPP_Approved symbol,UKBB_PPP_OMIM_Gene_ID,UKBB_PPP_Ensembl_gene_ID,UKBB_PPP_NCBI_Gene_ID,UKBB_PPP_oid,UKBB_PPP_target_full_name,UKBB_PPP_platform,UKBB_PPP_panel,DECODE_exposure,DCODE_seqid,DCODE_target_name,DCODE_target_full_name,DCODE_gene_name,DCODE_platform,DCODE_HGNC,DCODE_Approved symbol,DCODE_Approved name,DCODE_OMIM_Gene_ID,DCODE_Ensembl_gene_ID,DCODE_NCBI_Gene_ID,HGNC,Approved symbol,OMIM_Gene_ID,Ensembl_gene_ID,NCBI_Gene_ID,target_full_name
CXCL9,CXCL9:Q07325:Inflammation,Q07325,7098,CXCL9,601704,ENSG00000138755,4283,OID20675,C-X-C motif chemokine 9,Olink Explore,Inflammation_v1,CXCL9_9188_119,SeqId.9188-119,MIG,C-X-C motif chemokine 9,CXCL9,SomaScan v4,7098.0,CXCL9,C-X-C motif chemokine ligand 9,601704,ENSG00000138755,4283.0,7098,CXCL9,601704,ENSG00000138755,4283,C-X-C motif chemokine 9
CXCL9,CXCL9:Q07325:Inflammation,Q07325,7098,CXCL9,601704,ENSG00000138755,4283,OID20675,C-X-C motif chemokine 9,Olink Explore,Inflammation_v1,CXCL9_11593_21,SeqId.11593-21,MIG,C-X-C motif chemokine 9,CXCL9,SomaScan v4,7098.0,CXCL9,C-X-C motif chemokine ligand 9,601704,ENSG00000138755,4283.0,7098,CXCL9,601704,ENSG00000138755,4283,C-X-C motif chemokine 9
ATXN3,ATXN3:P54252:Neurology_II,P54252,7106,ATXN3,607047,ENSG00000066427,4287,OID31149,Ataxin-3,Olink Explore,Neurology_v1,ATXN3_16825_20,SeqId.16825-20,ATX3,Ataxin-3,ATXN3,SomaScan v4,7106.0,ATXN3,ataxin 3,607047,ENSG00000066427,4287.0,7106,ATXN3,607047,ENSG00000066427,4287,Ataxin-3
MLN,MLN:P12872:Inflammation,P12872,7141,MLN,158270,ENSG00000096395,4295,OID20541,Promotilin,Olink Explore,Inflammation_v1,MLN_5631_83,SeqId.5631-83,MOTI,Promotilin,MLN,SomaScan v4,7141.0,MLN,motilin,158270,ENSG00000096395,4295.0,7141,MLN,158270,ENSG00000096395,4295,Promotilin
MME,MME:P08473:Oncology,P08473,7154,MME,120520,ENSG00000196549,4311,OID21307,Neprilysin,Olink Explore,Oncology_v1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,7154,MME,120520,ENSG00000196549,4311,Neprilysin
MMP1,MMP1:P03956:Inflammation,P03956,7155,MMP1,120353,ENSG00000196611,4312,OID20672,Interstitial collagenase,Olink Explore,Inflammation_v1,MMP1_4924_32,SeqId.4924-32,MMP-1,Interstitial collagenase,MMP1,SomaScan v4,7155.0,MMP1,matrix metallopeptidase 1,120353,ENSG00000196611,4312.0,7155,MMP1,120353,ENSG00000196611,4312,Interstitial collagenase
MMP10,MMP10:P09238:Inflammation,P09238,7156,MMP10,185260,ENSG00000166670,4319,OID20687,Stromelysin-2,Olink Explore,Inflammation_v1,MMP10_8479_4,SeqId.8479-4,MMP-10,Stromelysin-2,MMP10,SomaScan v4,7156.0,MMP10,matrix metallopeptidase 10,185260,ENSG00000166670,4319.0,7156,MMP10,185260,ENSG00000166670,4319,Stromelysin-2
MMP12,MMP12:P39900:Oncology,P39900,7158,MMP12,601046,ENSG00000262406,4321,OID21439,Macrophage metalloelastase,Olink Explore,Oncology_v1,MMP12_4496_60,SeqId.4496-60,MMP-12,Macrophage metalloelastase,MMP12,SomaScan v4,7158.0,MMP12,matrix metallopeptidase 12,601046,ENSG00000262406,4321.0,7158,MMP12,601046,ENSG00000262406,4321,Macrophage metalloelastase
MMP13,MMP13:P45452:Neurology,P45452,7159,MMP13,600108,ENSG00000137745,4322,OID20807,Collagenase 3,Olink Explore,Neurology_v1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,7159,MMP13,600108,ENSG00000137745,4322,Collagenase 3
MMP15,MMP15:P51511:Cardiometabolic_II,P51511,7161,MMP15,602261,ENSG00000102996,4324,OID30299,Matrix metalloproteinase-15,Olink Explore,Cardiometabolic_v1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,7161,MMP15,602261,ENSG00000102996,4324,Matrix metalloproteinase-15
MMP3,MMP3:P08254:Neurology,P08254,7173,MMP3,185250,ENSG00000149968,4314,OID21083,Stromelysin-1,Olink Explore,Neurology_v1,MMP3_2788_55,SeqId.2788-55,MMP-3,Stromelysin-1,MMP3,SomaScan v4,7173.0,MMP3,matrix metallopeptidase 3,185250,ENSG00000149968,4314.0,7173,MMP3,185250,ENSG00000149968,4314,Stromelysin-1
MMP7,MMP7:P09237:Cardiometabolic,P09237,7174,MMP7,178990,ENSG00000137673,4316,OID20087,Matrilysin,Olink Explore,Cardiometabolic_v1,MMP7_2789_26,SeqId.2789-26,MMP-7,Matrilysin,MMP7,SomaScan v4,7174.0,MMP7,matrix metallopeptidase 7,178990,ENSG00000137673,4316.0,7174,MMP7,178990,ENSG00000137673,4316,Matrilysin
MMP8,MMP8:P22894:Neurology,P22894,7175,MMP8,120355,ENSG00000118113,4317,OID21019,Neutrophil collagenase,Olink Explore,Neurology_v1,MMP8_9172_69,SeqId.9172-69,MMP-8,Neutrophil collagenase,MMP8,SomaScan v4,7175.0,MMP8,matrix metallopeptidase 8,120355,ENSG00000118113,4317.0,7175,MMP8,120355,ENSG00000118113,4317,Neutrophil collagenase
MMP9,MMP9:P14780:Neurology,P14780,7176,MMP9,120361,ENSG00000100985,4318,OID21103,Matrix metalloproteinase-9,Olink Explore,Neurology_v1,MMP9_2579_17,SeqId.2579-17,MMP-9,Matrix metalloproteinase-9,MMP9,SomaScan v4,7176.0,MMP9,matrix metallopeptidase 9,120361,ENSG00000100985,4318.0,7176,MMP9,120361,ENSG00000100985,4318,Matrix metalloproteinase-9
MNDA,MNDA:P41218:Cardiometabolic,P41218,7183,MNDA,159553,ENSG00000163563,4332,OID20156,Myeloid cell nuclear differentiation antigen,Olink Explore,Cardiometabolic_v1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,7183,MNDA,159553,ENSG00000163563,4332,Myeloid cell nuclear differentiation antigen
MOCS2,MOCS2:O96007:Inflammation_II,O96007,7193,MOCS2,603708,ENSG00000164172,4338,OID30638,Molybdopterin synthase catalytic subunit,Olink Explore,Inflammation_v1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,7193,MOCS2,603708,ENSG00000164172,4338,Molybdopterin synthase catalytic subunit
MOG,MOG:Q16653:Oncology,Q16653,7197,MOG,159465,ENSG00000204655,4340,OID21384,Myelin-oligodendrocyte glycoprotein,Olink Explore,Oncology_v1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,7197,MOG,159465,ENSG00000204655,4340,Myelin-oligodendrocyte glycoprotein
CD200,CD200:P41217:Inflammation,P41217,7203,CD200,155970,ENSG00000091972,4345,OID20603,OX-2 membrane glycoprotein,Olink Explore,Inflammation_v1,CD200_5112_73,SeqId.5112-73,OX2G,OX-2 membrane glycoprotein,CD200,SomaScan v4,7203.0,CD200,CD200 molecule,155970,ENSG00000091972,4345.0,7203,CD200,155970,ENSG00000091972,4345,OX-2 membrane glycoprotein
MPI,MPI:P34949:Oncology,P34949,7216,MPI,154550,ENSG00000178802,4351,OID21288,Mannose-6-phosphate isomerase,Olink Explore,Oncology_v1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,7216,MPI,154550,ENSG00000178802,4351,Mannose-6-phosphate isomerase
MPO,MPO:P05164:Neurology,P05164,7218,MPO,606989,ENSG00000005381,4353,OID21100,Myeloperoxidase,Olink Explore,Neurology_v1,MPO_2580_83,SeqId.2580-83,Myeloperoxidase,Myeloperoxidase,MPO,SomaScan v4,7218.0,MPO,myeloperoxidase,606989,ENSG00000005381,4353.0,7218,MPO,606989,ENSG00000005381,4353,Myeloperoxidase
MRC1,MRC1:P22897:Inflammation_II,P22897,7228,MRC1,153618,ENSG00000260314,4360,OID30694,Macrophage mannose receptor 1,Olink Explore,Inflammation_v1,MRC1_2637_77,SeqId.2637-77,Macrophage mannose receptor,Macrophage mannose receptor 1,MRC1,SomaScan v4,7228.0,MRC1,mannose receptor C-type 1,153618,ENSG00000260314,4360.0,7228,MRC1,153618,ENSG00000260314,4360,Macrophage mannose receptor 1
SEPTIN9,SEPTIN9:Q9UHD8:Oncology,Q9UHD8,7323,SEPTIN9,604061,ENSG00000184640,10801,OID21279,Septin-9,Olink Explore,Oncology_v1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,7323,SEPTIN9,604061,ENSG00000184640,10801,Septin-9
MSLN,MSLN:Q13421:Oncology,Q13421,7371,MSLN,601051,ENSG00000102854,10232,OID21380,Mesothelin,Olink Explore,Oncology_v1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,7371,MSLN,601051,ENSG00000102854,10232,Mesothelin
MSMB,MSMB:P08118:Cardiometabolic,P08118,7372,MSMB,157145,ENSG00000263639,4477,OID20275,Beta-microseminoprotein,Olink Explore,Cardiometabolic_v1,MSMB_10620_21,SeqId.10620-21,PSP-94,Beta-microseminoprotein,MSMB,SomaScan v4,7372.0,MSMB,microseminoprotein beta,157145,ENSG00000263639,4477.0,7372,MSMB,157145,ENSG00000263639,4477,Beta-microseminoprotein
MSR1,MSR1:P21757:Neurology,P21757,7376,MSR1,153622,ENSG00000038945,4481,OID21063,Macrophage scavenger receptor types I and II,Olink Explore,Neurology_v1,MSR1_15533_97,SeqId.15533-97,Macrophage scavenger receptor,Macrophage scavenger receptor types I and II,MSR1,SomaScan v4,7376.0,MSR1,macrophage scavenger receptor 1,153622,ENSG00000038945,4481.0,7376,MSR1,153622,ENSG00000038945,4481,Macrophage scavenger receptor types I and II
MSR1,MSR1:P21757:Neurology,P21757,7376,MSR1,153622,ENSG00000038945,4481,OID21063,Macrophage scavenger receptor types I and II,Olink Explore,Neurology_v1,MSR1_11207_3,SeqId.11207-3,Macrophage scavenger receptor,Macrophage scavenger receptor types I and II,MSR1,SomaScan v4,7376.0,MSR1,macrophage scavenger receptor 1,153622,ENSG00000038945,4481.0,7376,MSR1,153622,ENSG00000038945,4481,Macrophage scavenger receptor types I and II
MSRA,MSRA:Q9UJ68:Oncology,Q9UJ68,7377,MSRA,601250,ENSG00000175806,4482,OID21513,Mitochondrial peptide methionine sulfoxide reductase,Olink Explore,Oncology_v1,MSRA_7137_8,SeqId.7137-8,MSRA,Mitochondrial peptide methionine sulfoxide reductase,MSRA,SomaScan v4,7377.0,MSRA,methionine sulfoxide reductase A,601250,ENSG00000175806,4482.0,7377,MSRA,601250,ENSG00000175806,4482,Mitochondrial peptide methionine sulfoxide reductase
MST1,MST1:P26927:Inflammation_II,P26927,7380,MST1,142408,ENSG00000173531,4485,OID30713,Hepatocyte growth factor-like protein,Olink Explore,Inflammation_v1,MST1_4407_10,SeqId.4407-10,MSP,Hepatocyte growth factor-like protein,MST1,SomaScan v4,7380.0,MST1,macrophage stimulating 1,142408,ENSG00000173531,4485.0,7380,MST1,142408,ENSG00000173531,4485,Hepatocyte growth factor-like protein
MTHFD2,MTHFD2:P13995:Neurology_II,P13995,7434,MTHFD2,604887,ENSG00000065911,10797,OID31078,"Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial",Olink Explore,Neurology_v1,MTHFD2_18321_38,SeqId.18321-38,MTDC,"Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial",MTHFD2,SomaScan v4,7434.0,MTHFD2,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase",604887,ENSG00000065911,10797.0,7434,MTHFD2,604887,ENSG00000065911,10797,"Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial"
MTR,MTR:Q99707:Cardiometabolic_II,Q99707,7468,MTR,156570,ENSG00000116984,4548,OID30110,Methionine synthase,Olink Explore,Cardiometabolic_v1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,7468,MTR,156570,ENSG00000116984,4548,Methionine synthase
MUC13,MUC13:Q9H3R2:Neurology,Q9H3R2,7511,MUC13,612181,ENSG00000173702,56667,OID20866,Mucin-13,Olink Explore,Neurology_v1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,7511,MUC13,612181,ENSG00000173702,56667,Mucin-13
MUC2,MUC2:Q02817:Cardiometabolic_II,Q02817,7512,MUC2,158370,ENSG00000198788,4583,OID30377,Mucin-2,Olink Explore,Cardiometabolic_v1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,7512,MUC2,158370,ENSG00000198788,4583,Mucin-2
CDHR5,CDHR5:Q9HBB8:Cardiometabolic,Q9HBB8,7521,CDHR5,606839,ENSG00000099834,53841,OID20193,Cadherin-related family member 5,Olink Explore,Cardiometabolic_v1,CDHR5_9962_1,SeqId.9962-1,MUCDL,Cadherin-related family member 5,CDHR5,SomaScan v4,7521.0,CDHR5,cadherin related family member 5,606839,ENSG00000099834,53841.0,7521,CDHR5,606839,ENSG00000099834,53841,Cadherin-related family member 5
MMUT,MMUT:P22033:Cardiometabolic_II,P22033,7526,MMUT,609058,ENSG00000146085,4594,OID30159,"Methylmalonyl-CoA mutase, mitochondrial",Olink Explore,Cardiometabolic_v1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,7526,MMUT,609058,ENSG00000146085,4594,"Methylmalonyl-CoA mutase, mitochondrial"
MVK,MVK:Q03426:Inflammation,Q03426,7530,MVK,251170,ENSG00000110921,4598,OID20459,Mevalonate kinase,Olink Explore,Inflammation_v1,MVK_11391_69,SeqId.11391-69,MVK,Mevalonate kinase,MVK,SomaScan v4,7530.0,MVK,mevalonate kinase,251170,ENSG00000110921,4598.0,7530,MVK,251170,ENSG00000110921,4598,Mevalonate kinase
MXRA8,MXRA8:Q9BRK3:Inflammation_II,Q9BRK3,7542,MXRA8,617293,ENSG00000162576,54587,OID30583,Matrix remodeling-associated protein 8,Olink Explore,Inflammation_v1,MXRA8_10521_10,SeqId.10521-10,MXRA8,Matrix-remodeling-associated protein 8,MXRA8,SomaScan v4,7542.0,MXRA8,matrix remodeling associated 8,617293,ENSG00000162576,54587.0,7542,MXRA8,617293,ENSG00000162576,54587,Matrix remodeling-associated protein 8
MYBPC1,MYBPC1:Q00872:Cardiometabolic_II,Q00872,7549,MYBPC1,160794,ENSG00000196091,4604,OID30296,"Myosin-binding protein C, slow-type",Olink Explore,Cardiometabolic_v1,MYBPC1_7648_9,SeqId.7648-9,MYPC1,"Myosin-binding protein C, slow-type",MYBPC1,SomaScan v4,7549.0,MYBPC1,myosin binding protein C1,160794,ENSG00000196091,4604.0,7549,MYBPC1,160794,ENSG00000196091,4604,"Myosin-binding protein C, slow-type"
MYBPC2,MYBPC2:Q14324:Cardiometabolic_II,Q14324,7550,MYBPC2,160793,ENSG00000086967,4606,OID30199,"Myosin-binding protein C, fast-type",Olink Explore,Cardiometabolic_v1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,7550,MYBPC2,160793,ENSG00000086967,4606,"Myosin-binding protein C, fast-type"
MYH9,MYH9:P35579:Cardiometabolic_II,P35579,7579,MYH9,160775,ENSG00000100345,4627,OID30382,Myosin-9,Olink Explore,Cardiometabolic_v1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,7579,MYH9,160775,ENSG00000100345,4627,Myosin-9
MYL3,MYL3:P08590:Cardiometabolic_II,P08590,7584,MYL3,160790,ENSG00000160808,4634,OID30251,Myosin light chain 3,Olink Explore,Cardiometabolic_v1,MYL3_18376_19,SeqId.18376-19,Myosin light chain 1,Myosin light chain 3,MYL3,SomaScan v4,7584.0,MYL3,myosin light chain 3,160790,ENSG00000160808,4634.0,7584,MYL3,160790,ENSG00000160808,4634,Myosin light chain 3
MYO6,MYO6:Q9UM54:Neurology_II,Q9UM54,7605,MYO6,600970,ENSG00000196586,4646,OID30989,Unconventional myosin-VI,Olink Explore,Neurology_v1,MYO6_9894_13,SeqId.9894-13,MYO6,Unconventional myosin-VI,MYO6,SomaScan v4,7605.0,MYO6,myosin VI,600970,ENSG00000196586,4646.0,7605,MYO6,600970,ENSG00000196586,4646,Unconventional myosin-VI
MYO9B,MYO9B:Q13459:Inflammation,Q13459,7609,MYO9B,602129,ENSG00000099331,4650,OID20451,Unconventional myosin-IXb,Olink Explore,Inflammation_v1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,7609,MYO9B,602129,ENSG00000099331,4650,Unconventional myosin-IXb
MYOC,MYOC:Q99972:Neurology,Q99972,7610,MYOC,601652,ENSG00000034971,4653,OID21121,Myocilin,Olink Explore,Neurology_v1,MYOC_16558_2,SeqId.16558-2,MYOC,Myocilin,MYOC,SomaScan v4,7610.0,MYOC,myocilin,601652,ENSG00000034971,4653.0,7610,MYOC,601652,ENSG00000034971,4653,Myocilin
MYOM2,MYOM2:P54296:Cardiometabolic_II,P54296,7614,MYOM2,603509,ENSG00000036448,9172,OID30131,Myomesin-2,Olink Explore,Cardiometabolic_v1,MYOM2_13534_20,SeqId.13534-20,MYOM2,Myomesin-2,MYOM2,SomaScan v4,7614.0,MYOM2,myomesin 2,603509,ENSG00000036448,9172.0,7614,MYOM2,603509,ENSG00000036448,9172,Myomesin-2
PPP1R12A,PPP1R12A:O14974:Oncology,O14974,7618,PPP1R12A,602021,ENSG00000058272,4659,OID21475,Protein phosphatase 1 regulatory subunit 12A,Olink Explore,Oncology_v1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,7618,PPP1R12A,602021,ENSG00000058272,4659,Protein phosphatase 1 regulatory subunit 12A
PPP1R12B,PPP1R12B:O60237:Oncology_II,O60237,7619,PPP1R12B,603768,ENSG00000077157,4660,OID31304,Protein phosphatase 1 regulatory subunit 12B,Olink Explore,Oncology_v1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,7619,PPP1R12B,603768,ENSG00000077157,4660,Protein phosphatase 1 regulatory subunit 12B
NAGA,NAGA:P17050:Inflammation_II,P17050,7631,NAGA,104170,ENSG00000198951,4668,OID30509,Alpha-N-acetylgalactosaminidase,Olink Explore,Inflammation_v1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,7631,NAGA,104170,ENSG00000198951,4668,Alpha-N-acetylgalactosaminidase
NAP1L4,NAP1L4:Q99733:Oncology_II,Q99733,7640,NAP1L4,601651,ENSG00000205531,4676,OID31475,Nucleosome assembly protein 1-like 4,Olink Explore,Oncology_v1,NAP1L4_19188_21,SeqId.19188-21,NAP2L,nucleosome assembly protein 1-like 4,NAP1L4,SomaScan v4,7640.0,NAP1L4,nucleosome assembly protein 1 like 4,601651,ENSG00000205531,4676.0,7640,NAP1L4,601651,ENSG00000205531,4676,Nucleosome assembly protein 1-like 4
NARS1,NARS1:O43776:Neurology_II,O43776,7643,NARS1,108410,ENSG00000134440,4677,OID31035,"Asparagine--tRNA ligase, cytoplasmic",Olink Explore,Neurology_v1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,7643,NARS1,108410,ENSG00000134440,4677,"Asparagine--tRNA ligase, cytoplasmic"
NBL1,NBL1:P41271:Oncology,P41271,7650,NBL1,600613,ENSG00000158747,4681,OID21486,Neuroblastoma suppressor of tumorigenicity 1,Olink Explore,Oncology_v1,NBL1_2944_66,SeqId.2944-66,DAN,Neuroblastoma suppressor of tumorigenicity 1,NBL1,SomaScan v4,7650.0,NBL1,"NBL1, DAN family BMP antagonist",600613,ENSG00000158747,4681.0,7650,NBL1,600613,ENSG00000158747,4681,Neuroblastoma suppressor of tumorigenicity 1
NBN,NBN:O60934:Inflammation,O60934,7652,NBN,602667,ENSG00000104320,4683,OID20442,Nibrin,Olink Explore,Inflammation_v1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,7652,NBN,602667,ENSG00000104320,4683,Nibrin
NCAM1,NCAM1:P13591:Cardiometabolic,P13591,7656,NCAM1,116930,ENSG00000149294,4684,OID20354,Neural cell adhesion molecule 1,Olink Explore,Cardiometabolic_v1,NCAM1_4498_62,SeqId.4498-62,NCAM-120,"Neural cell adhesion molecule 1, 120 kDa isoform",NCAM1,SomaScan v4,7656.0,NCAM1,neural cell adhesion molecule 1,116930,ENSG00000149294,4684.0,7656,NCAM1,116930,ENSG00000149294,4684,Neural cell adhesion molecule 1
NCAM2,NCAM2:O15394:Neurology,O15394,7657,NCAM2,602040,ENSG00000154654,4685,OID21095,Neural cell adhesion molecule 2,Olink Explore,Neurology_v1,NCAM2_6507_16,SeqId.6507-16,NCAM2,Neural cell adhesion molecule 2,NCAM2,SomaScan v4,7657.0,NCAM2,neural cell adhesion molecule 2,602040,ENSG00000154654,4685.0,7657,NCAM2,602040,ENSG00000154654,4685,Neural cell adhesion molecule 2
NCF2,NCF2:P19878:Inflammation,P19878,7661,NCF2,608515,ENSG00000116701,4688,OID20567,Neutrophil cytosol factor 2,Olink Explore,Inflammation_v1,NCF2_10047_12,SeqId.10047-12,NCF-2,Neutrophil cytosol factor 2,NCF2,SomaScan v4,7661.0,NCF2,neutrophil cytosolic factor 2,608515,ENSG00000116701,4688.0,7661,NCF2,608515,ENSG00000116701,4688,Neutrophil cytosol factor 2
NCK2,NCK2:O43639:Inflammation,O43639,7665,NCK2,604930,ENSG00000071051,8440,OID20683,Cytoplasmic protein NCK2,Olink Explore,Inflammation_v1,NCK2_13615_60,SeqId.13615-60,NCK2,Cytoplasmic protein NCK2,NCK2,SomaScan v4,7665.0,NCK2,NCK adaptor protein 2,604930,ENSG00000071051,8440.0,7665,NCK2,604930,ENSG00000071051,8440,Cytoplasmic protein NCK2
NDST1,NDST1:P52848:Oncology_II,P52848,7680,NDST1,600853,ENSG00000070614,3340,OID31369,Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 1,Olink Explore,Oncology_v1,NDST1_6927_7,SeqId.6927-7,NDST1,Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 1,NDST1,SomaScan v4,7680.0,NDST1,N-deacetylase and N-sulfotransferase 1,600853,ENSG00000070614,3340.0,7680,NDST1,600853,ENSG00000070614,3340,Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 1
NDUFA5,NDUFA5:Q16718:Inflammation_II,Q16718,7688,NDUFA5,601677,ENSG00000128609,4698,OID30520,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5,Olink Explore,Inflammation_v1,NDUFA5_19200_16,SeqId.19200-16,NDUA5,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5,NDUFA5,SomaScan v4,7688.0,NDUFA5,NADH:ubiquinone oxidoreductase subunit A5,601677,ENSG00000128609,4698.0,7688,NDUFA5,601677,ENSG00000128609,4698,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5
NDUFB7,NDUFB7:P17568:Oncology_II,P17568,7702,NDUFB7,603842,ENSG00000099795,4713,OID31521,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7,Olink Explore,Oncology_v1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,7702,NDUFB7,603842,ENSG00000099795,4713,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7
NDUFS6,NDUFS6:O75380:Oncology,O75380,7713,NDUFS6,603848,ENSG00000145494,4726,OID21224,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial",Olink Explore,Oncology_v1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,7713,NDUFS6,603848,ENSG00000145494,4726,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial"
NEB,NEB:P20929:Cardiometabolic_II,P20929,7720,NEB,161650,ENSG00000183091,4703,OID30105,Nebulin,Olink Explore,Cardiometabolic_v1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,7720,NEB,161650,ENSG00000183091,4703,Nebulin
NEDD4L,NEDD4L:Q96PU5:Inflammation_II,Q96PU5,7728,NEDD4L,606384,ENSG00000049759,23327,OID30521,E3 ubiquitin-protein ligase NEDD4-like,Olink Explore,Inflammation_v1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,7728,NEDD4L,606384,ENSG00000049759,23327,E3 ubiquitin-protein ligase NEDD4-like
NEDD9,NEDD9:Q14511:Inflammation_II,Q14511,7733,NEDD9,602265,ENSG00000111859,4739,OID30503,Enhancer of filamentation 1,Olink Explore,Inflammation_v1,NEDD9_12862_14,SeqId.12862-14,CASL,Enhancer of filamentation 1,NEDD9,SomaScan v4,7733.0,NEDD9,"neural precursor cell expressed, developmentally down-regulated 9",602265,ENSG00000111859,4739.0,7733,NEDD9,602265,ENSG00000111859,4739,Enhancer of filamentation 1
NEFL,NEFL:P07196:Neurology,P07196,7739,NEFL,162280,ENSG00000277586,4747,OID20871,Neurofilament light polypeptide,Olink Explore,Neurology_v1,NEFL_10082_251,SeqId.10082-251,NFL,Neurofilament light polypeptide,NEFL,SomaScan v4,7739.0,NEFL,neurofilament light chain,162280,ENSG00000277586,4747.0,7739,NEFL,162280,ENSG00000277586,4747,Neurofilament light polypeptide
NELL1,NELL1:Q92832:Oncology,Q92832,7750,NELL1,602319,ENSG00000165973,4745,OID21494,Protein kinase C-binding protein NELL1,Olink Explore,Oncology_v1,NELL1_6544_33,SeqId.6544-33,NELL1,Protein kinase C-binding protein NELL1,NELL1,SomaScan v4,7750.0,NELL1,neural EGFL like 1,602319,ENSG00000165973,4745.0,7750,NELL1,602319,ENSG00000165973,4745,Protein kinase C-binding protein NELL1
NELL2,NELL2:Q99435:Inflammation,Q99435,7751,NELL2,602320,ENSG00000184613,4753,OID20706,Protein kinase C-binding protein NELL2,Olink Explore,Inflammation_v1,NELL2_6022_57,SeqId.6022-57,NELL2,Protein kinase C-binding protein NELL2,NELL2,SomaScan v4,7751.0,NELL2,neural EGFL like 2,602320,ENSG00000184613,4753.0,7751,NELL2,602320,ENSG00000184613,4753,Protein kinase C-binding protein NELL2
NEO1,NEO1:Q92859:Neurology_II,Q92859,7754,NEO1,601907,ENSG00000067141,4756,OID31066,Neogenin,Olink Explore,Neurology_v1,NEO1_8900_28,SeqId.8900-28,NEO1,Neogenin,NEO1,SomaScan v4,7754.0,NEO1,neogenin 1,601907,ENSG00000067141,4756.0,7754,NEO1,601907,ENSG00000067141,4756,Neogenin
NFAT5,NFAT5:O94916:Inflammation_II,O94916,7774,NFAT5,604708,ENSG00000102908,10725,OID30522,Nuclear factor of activated T-cells 5,Olink Explore,Inflammation_v1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,7774,NFAT5,604708,ENSG00000102908,10725,Nuclear factor of activated T-cells 5
NFATC1,NFATC1:O95644:Inflammation,O95644,7775,NFATC1,600489,ENSG00000131196,4772,OID20545,"Nuclear factor of activated T-cells, cytoplasmic 1",Olink Explore,Inflammation_v1,NFATC1_14286_2,SeqId.14286-2,NF-ATc1,"Nuclear factor of activated T-cells, cytoplasmic 1",NFATC1,SomaScan v4,7775.0,NFATC1,nuclear factor of activated T cells 1,600489,ENSG00000131196,4772.0,7775,NFATC1,600489,ENSG00000131196,4772,"Nuclear factor of activated T-cells, cytoplasmic 1"
NFATC3,NFATC3:Q12968:Inflammation,Q12968,7777,NFATC3,602698,ENSG00000072736,4775,OID20470,"Nuclear factor of activated T-cells, cytoplasmic 3",Olink Explore,Inflammation_v1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,7777,NFATC3,602698,ENSG00000072736,4775,"Nuclear factor of activated T-cells, cytoplasmic 3"
