Protein,uniprot,UKBB_PPP_exposure,DECODE_exposure,UKBB_PPP_platform,DCODE_platform,UKBB_PPP_panel,DCODE_seqid,UKBB_PPP_oid,HGNC,Approved symbol,OMIM_Gene_ID,Ensembl_gene_ID,NCBI_Gene_ID,target_full_name
RELB,Q01201,RELB:Q01201:Inflammation_II,RELB_11464_9,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.11464-9,OID30463,9956,RELB,604758,ENSG00000104856,5971,Transcription factor RelB
REN,P00797,REN:P00797:Cardiometabolic,REN_3396_54,Olink Explore,SomaScan v4,Cardiometabolic_v1,SeqId.3396-54,OID20201,9958,REN,179820,ENSG00000143839,5972,Renin
RET,P07949,RET:P07949:Oncology,RET_3220_40,Olink Explore,SomaScan v4,Oncology_v1,SeqId.3220-40,OID21346,9967,RET,164761,ENSG00000165731,5979,Proto-oncogene tyrosine-protein kinase receptor Ret
RFC4,P35249,RFC4:P35249:Oncology_II,0,Olink Explore,0,Oncology_v1,0,OID31376,9972,RFC4,102577,ENSG00000163918,5984,Replication factor C subunit 4
RGS10,O43665,RGS10:O43665:Neurology_II,0,Olink Explore,0,Neurology_v1,0,OID30999,9992,RGS10,602856,ENSG00000148908,6001,Regulator of G-protein signaling 10
RLN2,P04090,RLN2:P04090:Inflammation_II,RLN2_6621_10,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.6621-10,OID30601,10027,RLN2,179740,ENSG00000107014,6019,Prorelaxin H2
RNASE1,P07998,RNASE1:P07998:Inflammation_II,RNASE1_7211_2,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.7211-2,OID30672,10044,RNASE1,180440,ENSG00000129538,6035,Ribonuclease pancreatic
RNASE3,P12724,RNASE3:P12724:Cardiometabolic,RNASE3_15576_158,Olink Explore,SomaScan v4,Cardiometabolic_v1,SeqId.15576-158,OID20203,10046,RNASE3,131398,ENSG00000169397,6037,Eosinophil cationic protein
RNASE4,P34096,RNASE4:P34096:Inflammation_II,RNASE4_5644_60,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.5644-60,OID30705,10047,RNASE4,601030,ENSG00000258818,6038,Ribonuclease 4
RNASE6,Q93091,RNASE6:Q93091:Inflammation_II,RNASE6_5646_20,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.5646-20,OID30689,10048,RNASE6,601981,ENSG00000169413,6039,Ribonuclease K6
RNF5,Q99942,RNF5:Q99942:Cardiometabolic_II,0,Olink Explore,0,Cardiometabolic_v1,0,OID30218,10068,RNF5,602677,ENSG00000204308,6048,E3 ubiquitin-protein ligase RNF5
ROBO1,Q9Y6N7,ROBO1:Q9Y6N7:Inflammation,ROBO1_5740_17,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.5740-17,OID20734,10249,ROBO1,602430,ENSG00000169855,6091,Roundabout homolog 1
ROBO2,Q9HCK4,ROBO2:Q9HCK4:Neurology,ROBO2_5116_62,Olink Explore,SomaScan v4,Neurology_v1,SeqId.5116-62,OID21007,10250,ROBO2,602431,ENSG00000185008,6092,Roundabout homolog 2
ROR1,Q01973,ROR1:Q01973:Cardiometabolic,ROR1_2590_69,Olink Explore,SomaScan v4,Cardiometabolic_v1,SeqId.2590-69,OID20224,10256,ROR1,602336,ENSG00000185483,4919,Inactive tyrosine-protein kinase transmembrane receptor ROR1
RP2,O75695,RP2:O75695:Oncology,0,Olink Explore,0,Oncology_v1,0,OID21302,10274,RP2,300757,ENSG00000102218,6102,Protein XRP2
RPA2,P15927,RPA2:P15927:Inflammation_II,RPA2_19264_6,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.19264-6,OID30453,10290,RPA2,179836,ENSG00000117748,6118,Replication protein A 32 kDa subunit
RPE,Q96AT9,RPE:Q96AT9:Oncology_II,RPE_12646_2,Olink Explore,SomaScan v4,Oncology_v1,SeqId.12646-2,OID31324,10293,RPE,180480,ENSG00000197713,6120,Ribulose-phosphate 3-epimerase
RPL14,P50914,RPL14:P50914:Cardiometabolic_II,0,Olink Explore,0,Cardiometabolic_v1,0,OID30284,10305,RPL14,617414,ENSG00000188846,9045,60S ribosomal protein L14
RPS10,P46783,RPS10:P46783:Cardiometabolic_II,RPS10_13011_20,Olink Explore,SomaScan v4,Cardiometabolic_v1,SeqId.13011-20,OID30070,10383,RPS10,603632,ENSG00000124614,6204,40S ribosomal protein S10
RRAS,P10301,RRAS:P10301:Neurology_II,RRAS_17742_2,Olink Explore,SomaScan v4,Neurology_v1,SeqId.17742-2,OID30961,10447,RRAS,165090,ENSG00000126458,6237,Ras-related protein R-Ras
RRM2,P31350,RRM2:P31350:Oncology,RRM2_17750_8,Olink Explore,SomaScan v4,Oncology_v1,SeqId.17750-8,OID21187,10452,RRM2,180390,ENSG00000171848,6241,Ribonucleoside-diphosphate reductase subunit M2
RUVBL1,Q9Y265,RUVBL1:Q9Y265:Oncology,0,Olink Explore,0,Oncology_v1,0,OID21211,10474,RUVBL1,603449,ENSG00000175792,8607,RuvB-like 1
RYR1,P21817,RYR1:P21817:Cardiometabolic_II,0,Olink Explore,0,Cardiometabolic_v1,0,OID30085,10483,RYR1,180901,ENSG00000196218,6261,Ryanodine receptor 1
S100A11,P31949,S100A11:P31949:Cardiometabolic,0,Olink Explore,0,Cardiometabolic_v1,0,OID20130,10488,S100A11,603114,ENSG00000163191,6282,Protein S100-A11
S100A12,P80511,S100A12:P80511:Oncology,S100A12_5852_6,Olink Explore,SomaScan v4,Oncology_v1,SeqId.5852-6,OID21374,10489,S100A12,603112,ENSG00000163221,6283,Protein S100-A12
S100A13,Q99584,S100A13:Q99584:Inflammation_II,S100A13_7223_60,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.7223-60,OID30529,10490,S100A13,601989,ENSG00000189171,6284,Protein S100-A13
S100A3,P33764,S100A3:P33764:Oncology_II,S100A3_15297_3,Olink Explore,SomaScan v4,Oncology_v1,SeqId.15297-3,OID31352,10493,S100A3,176992,ENSG00000188015,6274,Protein S100-A3
S100A4,P26447,S100A4:P26447:Oncology,S100A4_14116_129,Olink Explore,SomaScan v4,Oncology_v1,SeqId.14116-129,OID21519,10494,S100A4,114210,ENSG00000196154,6275,Protein S100-A4
S100P,P25815,S100P:P25815:Cardiometabolic,S100P_9926_4,Olink Explore,SomaScan v4,Cardiometabolic_v1,SeqId.9926-4,OID20103,10504,S100P,600614,ENSG00000163993,6286,Protein S100-P
SAA4,P35542,SAA4:P35542:Inflammation_II,SAA4_15516_12,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.15516-12,OID30726,10516,SAA4,104752,ENSG00000148965,6291,Serum amyloid A-4 protein
SAP18,O00422,SAP18:O00422:Oncology_II,SAP18_12830_4,Olink Explore,SomaScan v4,Oncology_v1,SeqId.12830-4,OID31323,10530,SAP18,602949,ENSG00000150459,10284,Histone deacetylase complex subunit SAP18
SAT1,P21673,SAT1:P21673:Cardiometabolic_II,SAT1_9859_180,Olink Explore,SomaScan v4,Cardiometabolic_v1,SeqId.9859-180,OID30111,10540,SAT1,313020,ENSG00000130066,6303,Diamine acetyltransferase 1
SATB1,Q01826,SATB1:Q01826:Neurology_II,SATB1_13511_29,Olink Explore,SomaScan v4,Neurology_v1,SeqId.13511-29,OID31038,10541,SATB1,602075,ENSG00000182568,6304,DNA-binding protein SATB1
ATXN10,Q9UBB4,ATXN10:Q9UBB4:Neurology,0,Olink Explore,0,Neurology_v1,0,OID20865,10549,ATXN10,611150,ENSG00000130638,25814,Ataxin-10
ATXN2,Q99700,ATXN2:Q99700:Neurology_II,0,Olink Explore,0,Neurology_v1,0,OID30850,10555,ATXN2,601517,ENSG00000204842,6311,Ataxin-2
SCAMP3,O14828,SCAMP3:O14828:Oncology,0,Olink Explore,0,Oncology_v1,0,OID21332,10565,SCAMP3,606913,ENSG00000116521,10067,Secretory carrier-associated membrane protein 3
SCG2,P13521,SCG2:P13521:Oncology,0,Olink Explore,0,Oncology_v1,0,OID21400,10575,SCG2,118930,ENSG00000171951,7857,Secretogranin-2
CLEC11A,Q9Y240,CLEC11A:Q9Y240:Neurology,CLEC11A_2966_65,Olink Explore,SomaScan v4,Neurology_v1,SeqId.2966-65,OID21112,10576,CLEC11A,604713,ENSG00000105472,6320,C-type lectin domain family 11 member A
CLEC11A,Q9Y240,CLEC11A:Q9Y240:Neurology,CLEC11A_4500_50,Olink Explore,SomaScan v4,Neurology_v1,SeqId.4500-50,OID21112,10576,CLEC11A,604713,ENSG00000105472,6320,C-type lectin domain family 11 member A
SCN3A,Q9NY46,SCN3A:Q9NY46:Neurology_II,0,Olink Explore,0,Neurology_v1,0,OID30903,10590,SCN3A,182391,ENSG00000153253,6328,Sodium channel protein type 3 subunit alpha
SCN4B,Q8IWT1,SCN4B:Q8IWT1:Cardiometabolic_II,SCN4B_7911_29,Olink Explore,SomaScan v4,Cardiometabolic_v1,SeqId.7911-29,OID30277,10592,SCN4B,608256,ENSG00000177098,6330,Sodium channel subunit beta-4
SCP2,P22307,SCP2:P22307:Oncology,0,Olink Explore,0,Oncology_v1,0,OID21161,10606,SCP2,184755,ENSG00000116171,6342,Non-specific lipid-transfer protein
SCT,P09683,SCT:P09683:Neurology_II,0,Olink Explore,0,Neurology_v1,0,OID30951,10607,SCT,182099,ENSG00000070031,6343,Secretin
CCL11,P51671,CCL11:P51671:Inflammation,CCL11_5301_7,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.5301-7,OID20668,10610,CCL11,601156,ENSG00000172156,6356,Eotaxin
CCL13,Q99616,CCL13:Q99616:Inflammation,CCL13_4144_13,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.4144-13,OID20655,10611,CCL13,601391,ENSG00000181374,6357,C-C motif chemokine 13
CCL14,Q16627,CCL14:Q16627:Cardiometabolic,CCL14_2900_53,Olink Explore,SomaScan v4,Cardiometabolic_v1,SeqId.2900-53,OID20401,10612,CCL14,601392,ENSG00000276409,6358,C-C motif chemokine 14
CCL15,Q16663,CCL15:Q16663:Cardiometabolic,CCL15_18289_16,Olink Explore,SomaScan v4,Cardiometabolic_v1,SeqId.18289-16,OID20328,10613,CCL15,601393,ENSG00000275718,6359,C-C motif chemokine 15
CCL16,O15467,CCL16:O15467:Cardiometabolic,0,Olink Explore,0,Cardiometabolic_v1,0,OID20334,10614,CCL16,601394,ENSG00000275152,6360,C-C motif chemokine 16
CCL17,Q92583,CCL17:Q92583:Inflammation,CCL17_3519_3,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.3519-3,OID20745,10615,CCL17,601520,ENSG00000102970,6361,C-C motif chemokine 17
CCL18,P55774,CCL18:P55774:Cardiometabolic,CCL18_3044_3,Olink Explore,SomaScan v4,Cardiometabolic_v1,SeqId.3044-3,OID20395,10616,CCL18,603757,ENSG00000275385,6362,C-C motif chemokine 18
CCL19,Q99731,CCL19:Q99731:Neurology,CCL19_4922_13,Olink Explore,SomaScan v4,Neurology_v1,SeqId.4922-13,OID21030,10617,CCL19,602227,ENSG00000172724,6363,C-C motif chemokine 19
CCL2,P13500,CCL2:P13500:Neurology,CCL2_2578_67,Olink Explore,SomaScan v4,Neurology_v1,SeqId.2578-67,OID21004,10618,CCL2,158105,ENSG00000108691,6347,C-C motif chemokine 2
CCL20,P78556,CCL20:P78556:Inflammation,CCL20_2468_62,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.2468-62,OID20671,10619,CCL20,601960,ENSG00000115009,6364,C-C motif chemokine 20
CCL21,O00585,CCL21:O00585:Inflammation,CCL21_2516_57,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.2516-57,OID20686,10620,CCL21,602737,ENSG00000137077,6366,C-C motif chemokine 21
CCL22,O00626,CCL22:O00626:Inflammation,CCL22_3508_78,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.3508-78,OID20765,10621,CCL22,602957,ENSG00000102962,6367,C-C motif chemokine 22
CCL23,P55773,CCL23:P55773:Inflammation,CCL23_2913_1,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.2913-1,OID20693,10622,CCL23,602494,ENSG00000274736,6368,C-C motif chemokine 23
CCL23,P55773,CCL23:P55773:Inflammation,CCL23_3028_36,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.3028-36,OID20693,10622,CCL23,602494,ENSG00000274736,6368,C-C motif chemokine 23
CCL24,O00175,CCL24:O00175:Inflammation,CCL24_4128_27,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.4128-27,OID20772,10623,CCL24,602495,ENSG00000106178,6369,C-C motif chemokine 24
CCL25,O15444,CCL25:O15444:Inflammation,CCL25_2705_5,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.2705-5,OID20674,10624,CCL25,602565,ENSG00000131142,6370,C-C motif chemokine 25
CCL26,Q9Y258,CCL26:Q9Y258:Inflammation,CCL26_9168_31,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.9168-31,OID20546,10625,CCL26,604697,ENSG00000006606,10344,C-C motif chemokine 26
CCL27,Q9Y4X3,CCL27:Q9Y4X3:Cardiometabolic,CCL27_2192_63,Olink Explore,SomaScan v4,Cardiometabolic_v1,SeqId.2192-63,OID20121,10626,CCL27,604833,ENSG00000213927,10850,C-C motif chemokine 27
CCL3,P10147,CCL3:P10147:Inflammation,CCL3_3040_59,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.3040-59,OID20610,10627,CCL3,182283,ENSG00000277632,6348,C-C motif chemokine 3
CCL4,P13236,CCL4:P13236:Inflammation,0,Olink Explore,0,Inflammation_v1,0,OID20695,10630,CCL4,182284,ENSG00000275302,6351,C-C motif chemokine 4
CCL5,P13501,CCL5:P13501:Cardiometabolic,CCL5_5480_49,Olink Explore,SomaScan v4,Cardiometabolic_v1,SeqId.5480-49,OID20412,10632,CCL5,187011,ENSG00000271503,6352,C-C motif chemokine 5
CCL7,P80098,CCL7:P80098:Inflammation,CCL7_4886_3,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.4886-3,OID20523,10634,CCL7,158106,ENSG00000108688,6354,C-C motif chemokine 7
CCL8,P80075,CCL8:P80075:Oncology,CCL8_13748_4,Olink Explore,SomaScan v4,Oncology_v1,SeqId.13748-4,OID21466,10635,CCL8,602283,ENSG00000108700,6355,C-C motif chemokine 8
CXCL10,P02778,CXCL10:P02778:Inflammation,CXCL10_4141_79,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.4141-79,OID20697,10637,CXCL10,147310,ENSG00000169245,3627,C-X-C motif chemokine 10
CXCL11,O14625,CXCL11:O14625:Neurology,CXCL11_3038_9,Olink Explore,SomaScan v4,Neurology_v1,SeqId.3038-9,OID21042,10638,CXCL11,604852,ENSG00000169248,6373,C-X-C motif chemokine 11
CXCL13,O43927,CXCL13:O43927:Neurology,CXCL13_3487_32,Olink Explore,SomaScan v4,Neurology_v1,SeqId.3487-32,OID21024,10639,CXCL13,605149,ENSG00000156234,10563,C-X-C motif chemokine 13
CXCL14,O95715,CXCL14:O95715:Inflammation,CXCL14_5730_60,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.5730-60,OID20458,10640,CXCL14,604186,ENSG00000145824,9547,C-X-C motif chemokine 14
CXCL5,P42830,CXCL5:P42830:Cardiometabolic,CXCL5_2979_8,Olink Explore,SomaScan v4,Cardiometabolic_v1,SeqId.2979-8,OID20207,10642,CXCL5,600324,ENSG00000163735,6374,C-X-C motif chemokine 5
CXCL6,P80162,CXCL6:P80162:Inflammation,CXCL6_3495_15,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.3495-15,OID20613,10643,CXCL6,138965,ENSG00000124875,6372,C-X-C motif chemokine 6
XCL1,P47992,XCL1:P47992:Oncology,XCL1_4143_74,Olink Explore,SomaScan v4,Oncology_v1,SeqId.4143-74,OID21398,10645,XCL1,600250,ENSG00000143184,6375,Lymphotactin
CX3CL1,P78423,CX3CL1:P78423:Neurology,CX3CL1_2827_23,Olink Explore,SomaScan v4,Neurology_v1,SeqId.2827-23,OID20976,10647,CX3CL1,601880,ENSG00000006210,6376,Fractalkine
SDC1,P18827,SDC1:P18827:Cardiometabolic,0,Olink Explore,0,Cardiometabolic_v1,0,OID20169,10658,SDC1,186355,ENSG00000115884,6382,Syndecan-1
SDC4,P31431,SDC4:P31431:Cardiometabolic,0,Olink Explore,0,Cardiometabolic_v1,0,OID20216,10661,SDC4,600017,ENSG00000124145,6385,Syndecan-4
ENTR1,Q96C92,ENTR1:Q96C92:Cardiometabolic_II,0,Olink Explore,0,Cardiometabolic_v1,0,OID30231,10667,ENTR1,618289,ENSG00000165689,10807,Endosome-associated-trafficking regulator 1
SDCCAG8,Q86SQ7,SDCCAG8:Q86SQ7:Oncology_II,0,Olink Explore,0,Oncology_v1,0,OID31423,10671,SDCCAG8,613524,ENSG00000054282,10806,Serologically defined colon cancer antigen 8
CXCL12,P48061,CXCL12:P48061:Inflammation,CXCL12_3516_60,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.3516-60,OID20464,10672,CXCL12,600835,ENSG00000107562,6387,Stromal cell-derived factor 1
SDHB,P21912,SDHB:P21912:Oncology_II,0,Olink Explore,0,Oncology_v1,0,OID31436,10681,SDHB,185470,ENSG00000117118,6390,Succinate dehydrogenase
SEL1L,Q9UBV2,SEL1L:Q9UBV2:Cardiometabolic_II,0,Olink Explore,0,Cardiometabolic_v1,0,OID30196,10717,SEL1L,602329,ENSG00000071537,6400,Protein sel-1 homolog 1
SELE,P16581,SELE:P16581:Cardiometabolic,SELE_3470_1,Olink Explore,SomaScan v4,Cardiometabolic_v1,SeqId.3470-1,OID20290,10718,SELE,131210,ENSG00000007908,6401,E-selectin
SELL,P14151,SELL:P14151:Inflammation_II,SELL_4831_4,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.4831-4,OID30752,10720,SELL,153240,ENSG00000188404,6402,L-selectin
SELP,P16109,SELP:P16109:Cardiometabolic,SELP_4154_57,Olink Explore,SomaScan v4,Cardiometabolic_v1,SeqId.4154-57,OID20379,10721,SELP,173610,ENSG00000174175,6403,P-selectin
SELPLG,Q14242,SELPLG:Q14242:Inflammation,SELPLG_11266_8,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.11266-8,OID20560,10722,SELPLG,600738,ENSG00000110876,6404,P-selectin glycoprotein ligand 1
SEMA3F,Q13275,SEMA3F:Q13275:Cardiometabolic,0,Olink Explore,0,Cardiometabolic_v1,0,OID20186,10728,SEMA3F,601124,ENSG00000001617,6405,Semaphorin-3F
SEMA4C,Q9C0C4,SEMA4C:Q9C0C4:Oncology,SEMA4C_7923_41,Olink Explore,SomaScan v4,Oncology_v1,SeqId.7923-41,OID21329,10731,SEMA4C,604462,ENSG00000168758,54910,Semaphorin-4C
SEMA4D,Q92854,SEMA4D:Q92854:Neurology,SEMA4D_5737_61,Olink Explore,SomaScan v4,Neurology_v1,SeqId.5737-61,OID21020,10732,SEMA4D,601866,ENSG00000187764,10507,Semaphorin-4D
SEMA6C,Q9H3T2,SEMA6C:Q9H3T2:Inflammation_II,SEMA6C_14597_5,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.14597-5,OID30531,10740,SEMA6C,609294,ENSG00000143434,10500,Semaphorin-6C
SEMA6C,Q9H3T2,SEMA6C:Q9H3T2:Inflammation_II,SEMA6C_7202_107,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.7202-107,OID30531,10740,SEMA6C,609294,ENSG00000143434,10500,Semaphorin-6C
SEMA7A,O75326,SEMA7A:O75326:Cardiometabolic,SEMA7A_7019_13,Olink Explore,SomaScan v4,Cardiometabolic_v1,SeqId.7019-13,OID20283,10741,SEMA7A,607961,ENSG00000138623,8482,Semaphorin-7A
SEPTIN3,Q9UH03,SEPTIN3:Q9UH03:Neurology_II,0,Olink Explore,0,Neurology_v1,0,OID31025,10750,SEPTIN3,608314,ENSG00000100167,55964,Neuronal-specific septin-3
SELENOP,P49908,SELENOP:P49908:Inflammation_II,0,Olink Explore,0,Inflammation_v1,0,OID30745,10751,SELENOP,601484,ENSG00000250722,6414,Selenoprotein P
SETMAR,Q53H47,SETMAR:Q53H47:Neurology,0,Olink Explore,0,Neurology_v1,0,OID20948,10762,SETMAR,609834,ENSG00000170364,6419,Histone-lysine N-methyltransferase SETMAR
SEZ6L,Q9BYH1,SEZ6L:Q9BYH1:Oncology,SEZ6L_19563_3,Olink Explore,SomaScan v4,Oncology_v1,SeqId.19563-3,OID21488,10763,SEZ6L,607021,ENSG00000100095,23544,Seizure 6-like protein
SF3B4,Q15427,SF3B4:Q15427:Oncology,SF3B4_13449_25,Olink Explore,SomaScan v4,Oncology_v1,SeqId.13449-25,OID21278,10771,SF3B4,605593,ENSG00000143368,10262,Splicing factor 3B subunit 4
SFRP1,Q8N474,SFRP1:Q8N474:Neurology,SFRP1_3221_54,Olink Explore,SomaScan v4,Neurology_v1,SeqId.3221-54,OID20984,10776,SFRP1,604156,ENSG00000104332,6422,Secreted frizzled-related protein 1
SFRP4,Q6FHJ7,SFRP4:Q6FHJ7:Inflammation_II,SFRP4_17447_52,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.17447-52,OID30648,10778,SFRP4,606570,ENSG00000106483,6424,Secreted frizzled-related protein 4
SFTPA1,Q8IWL2,SFTPA1:Q8IWL2:Oncology,0,Olink Explore,0,Oncology_v1,0,OID21165,10798,SFTPA1,178630,ENSG00000122852,653509,Pulmonary surfactant-associated protein A1
SFTPA2,Q8IWL1,SFTPA2:Q8IWL1:Oncology,0,Olink Explore,0,Oncology_v1,0,OID21218,10799,SFTPA2,178642,ENSG00000185303,729238,Pulmonary surfactant-associated protein A2
SFTPD,P35247,SFTPD:P35247:Cardiometabolic,SFTPD_19590_46,Olink Explore,SomaScan v4,Cardiometabolic_v1,SeqId.19590-46,OID20214,10803,SFTPD,178635,ENSG00000133661,6441,Pulmonary surfactant-associated protein D
SGSH,P51688,SGSH:P51688:Cardiometabolic_II,0,Olink Explore,0,Cardiometabolic_v1,0,OID30341,10818,SGSH,605270,ENSG00000181523,6448,N-sulphoglucosamine sulphohydrolase
SH2D1A,O60880,SH2D1A:O60880:Inflammation,0,Olink Explore,0,Inflammation_v1,0,OID20514,10820,SH2D1A,300490,ENSG00000183918,4068,SH2 domain-containing protein 1A
SH3BP1,Q9Y3L3,SH3BP1:Q9Y3L3:Oncology_II,0,Olink Explore,0,Oncology_v1,0,OID31439,10824,SH3BP1,617368,ENSG00000100092,23616,SH3 domain-binding protein 1
SH3GLB2,Q9NR46,SH3GLB2:Q9NR46:Neurology_II,SH3GLB2_18222_34,Olink Explore,SomaScan v4,Neurology_v1,SeqId.18222-34,OID31145,10834,SH3GLB2,609288,ENSG00000148341,56904,Endophilin-B2
SHBG,P04278,SHBG:P04278:Inflammation_II,SHBG_4929_55,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.4929-55,OID30685,10839,SHBG,182205,ENSG00000129214,6462,Sex hormone-binding globulin
SHC1,P29353,SHC1:P29353:Oncology_II,SHC1_16043_30,Olink Explore,SomaScan v4,Oncology_v1,SeqId.16043-30,OID31222,10840,SHC1,600560,ENSG00000160691,6464,SHC-transforming protein 1
SHC1,P29353,SHC1:P29353:Oncology_II,SHC1_5272_55,Olink Explore,SomaScan v4,Oncology_v1,SeqId.5272-55,OID31222,10840,SHC1,600560,ENSG00000160691,6464,SHC-transforming protein 1
SHH,Q15465,SHH:Q15465:Inflammation_II,SHH_2743_5,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.2743-5,OID30516,10848,SHH,600725,ENSG00000164690,6469,Sonic hedgehog protein
SHMT1,P34896,SHMT1:P34896:Inflammation,SHMT1_12334_25,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.12334-25,OID20714,10850,SHMT1,182144,ENSG00000176974,6470,"Serine hydroxymethyltransferase, cytosolic"
ST6GAL1,P15907,ST6GAL1:P15907:Cardiometabolic,ST6GAL1_6035_2,Olink Explore,SomaScan v4,Cardiometabolic_v1,SeqId.6035-2,OID20302,10860,ST6GAL1,109675,ENSG00000073849,6480,"Beta-galactoside alpha-2,6-sialyltransferase 1"
ST3GAL1,Q11201,ST3GAL1:Q11201:Oncology,ST3GAL1_5657_28,Olink Explore,SomaScan v4,Oncology_v1,SeqId.5657-28,OID21322,10862,ST3GAL1,607187,ENSG00000008513,6482,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1"
SIGLEC5,O15389,SIGLEC5:O15389:Neurology,0,Olink Explore,0,Neurology_v1,0,OID21082,10874,SIGLEC5,604200,0,8778,Sialic acid-binding Ig-like lectin 5
SIGLEC6,O43699,SIGLEC6:O43699:Oncology,SIGLEC6_2741_22,Olink Explore,SomaScan v4,Oncology_v1,SeqId.2741-22,OID21394,10875,SIGLEC6,604405,ENSG00000105492,946,Sialic acid-binding Ig-like lectin 6
SIGLEC7,Q9Y286,SIGLEC7:Q9Y286:Cardiometabolic,SIGLEC7_2742_68,Olink Explore,SomaScan v4,Cardiometabolic_v1,SeqId.2742-68,OID20190,10876,SIGLEC7,604410,ENSG00000168995,27036,Sialic acid-binding Ig-like lectin 7
SIGLEC8,Q9NYZ4,SIGLEC8:Q9NYZ4:Cardiometabolic_II,SIGLEC8_7864_3,Olink Explore,SomaScan v4,Cardiometabolic_v1,SeqId.7864-3,OID30261,10877,SIGLEC8,605639,ENSG00000105366,27181,Sialic acid-binding Ig-like lectin 8
SIGLEC9,Q9Y336,SIGLEC9:Q9Y336:Oncology,SIGLEC9_3007_7,Olink Explore,SomaScan v4,Oncology_v1,SeqId.3007-7,OID21390,10878,SIGLEC9,605640,ENSG00000129450,27180,Sialic acid-binding Ig-like lectin 9
SIRT2,Q8IXJ6,SIRT2:Q8IXJ6:Oncology,SIRT2_5030_52,Olink Explore,SomaScan v4,Oncology_v1,SeqId.5030-52,OID21375,10886,SIRT2,604480,ENSG00000068903,22933,NAD-dependent protein deacetylase sirtuin-2
VPS4B,O75351,VPS4B:O75351:Oncology_II,VPS4B_12668_7,Olink Explore,SomaScan v4,Oncology_v1,SeqId.12668-7,OID31386,10895,VPS4B,609983,ENSG00000119541,9525,Vacuolar protein sorting-associated protein 4B
SLAMF1,Q13291,SLAMF1:Q13291:Inflammation,SLAMF1_7953_20,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.7953-20,OID20496,10903,SLAMF1,603492,ENSG00000117090,6504,Signaling lymphocytic activation molecule
SLC16A1,P53985,SLC16A1:P53985:Neurology,0,Olink Explore,0,Neurology_v1,0,OID20799,10922,SLC16A1,600682,ENSG00000155380,6566,Monocarboxylate transporter 1
SLC27A4,Q6P1M0,SLC27A4:Q6P1M0:Neurology,0,Olink Explore,0,Neurology_v1,0,OID20814,10998,SLC27A4,604194,ENSG00000167114,10999,Long-chain fatty acid transport protein 4
SLC28A1,O00337,SLC28A1:O00337:Oncology_II,0,Olink Explore,0,Oncology_v1,0,OID31220,11001,SLC28A1,606207,ENSG00000156222,9154,Sodium/nucleoside cotransporter 1
SLC4A1,P02730,SLC4A1:P02730:Cardiometabolic_II,0,Olink Explore,0,Cardiometabolic_v1,0,OID30369,11027,SLC4A1,109270,ENSG00000004939,6521,Band 3 anion transport protein
SLC9A3R1,O14745,SLC9A3R1:O14745:Inflammation_II,0,Olink Explore,0,Inflammation_v1,0,OID30630,11075,NHERF1,604990,ENSG00000109062,9368,Na(+)/H(+) exchange regulatory cofactor NHE-RF1
SLC9A3R2,Q15599,SLC9A3R2:Q15599:Oncology_II,0,Olink Explore,0,Oncology_v1,0,OID31445,11076,NHERF2,606553,ENSG00000065054,9351,Na(+)/H(+) exchange regulatory cofactor NHE-RF2
SLIT2,O94813,SLIT2:O94813:Neurology,SLIT2_18930_28,Olink Explore,SomaScan v4,Neurology_v1,SeqId.18930-28,OID20862,11086,SLIT2,603746,ENSG00000145147,9353,Slit homolog 2 protein
